Date,Day,Sump,Colony,Treatment,Temperature,Plastic,Light,Food,Tank,Tile,Sym.State,B.Tag,FvFm.AVG
10/07/2021,8,Yellow,S27,NLS,Elevated,NoPlastic,Light,Starved,D1,12,Apo,G82,0.330
10/07/2021,8,Yellow,S28,NLS,Elevated,NoPlastic,Light,Starved,D1,12,Apo,G83,0.286
10/07/2021,8,Yellow,S29,NLS,Elevated,NoPlastic,Light,Starved,D1,12,Apo,G84,0.239
10/07/2021,8,Yellow,S4,NLS,Elevated,NoPlastic,Light,Starved,D2,20,Sym,B37,0.187
10/07/2021,8,Yellow,S4,NLS,Elevated,NoPlastic,Light,Starved,D2,20,Sym,B38,0.223
10/07/2021,8,Yellow,S4,NLS,Elevated,NoPlastic,Light,Starved,D2,20,Sym,B39,0.170
10/07/2021,8,Yellow,S5,NLS,Elevated,NoPlastic,Light,Starved,D2,20,Sym,B40,0.127
10/07/2021,8,Yellow,S6,NLS,Elevated,NoPlastic,Light,Starved,D2,20,Sym,B41,0.177
10/07/2021,8,Yellow,A4,NLS,Elevated,NoPlastic,Light,Starved,D2,28,Apo,B82,0.299
10/07/2021,8,Yellow,A4,NLS,Elevated,NoPlastic,Light,Starved,D2,28,Apo,B83,0.320
10/07/2021,8,Yellow,A5,NLS,Elevated,NoPlastic,Light,Starved,D2,28,Apo,B84,0.308
10/07/2021,8,Yellow,A5,NLS,Elevated,NoPlastic,Light,Starved,D2,28,Apo,B85,0.317
10/07/2021,8,Yellow,A6,NLS,Elevated,NoPlastic,Light,Starved,D2,28,Apo,B87,0.208
10/07/2021,8,Yellow,S7,NLS,Elevated,NoPlastic,Light,Starved,D3,36,Sym,W33,0.166
10/07/2021,8,Yellow,S7,NLS,Elevated,NoPlastic,Light,Starved,D3,36,Sym,W34,0.145
10/07/2021,8,Yellow,S7,NLS,Elevated,NoPlastic,Light,Starved,D3,36,Sym,W35,0.224
10/07/2021,8,Yellow,S7,NLS,Elevated,NoPlastic,Light,Starved,D3,36,Sym,W36,0.097
10/07/2021,8,Yellow,A9,NLS,Elevated,NoPlastic,Light,Starved,D3,36,Sym,W37,0.181
10/07/2021,8,Yellow,A10,NLS,Elevated,NoPlastic,Light,Starved,D3,44,Apo,W77,0.493
10/07/2021,8,Yellow,A10,NLS,Elevated,NoPlastic,Light,Starved,D3,44,Apo,W78,0.307
10/07/2021,8,Yellow,A11,NLS,Elevated,NoPlastic,Light,Starved,D3,44,Apo,W79,0.266
10/07/2021,8,Yellow,A11,NLS,Elevated,NoPlastic,Light,Starved,D3,44,Apo,W80,0.268
10/07/2021,8,Yellow,S30,NLS,Elevated,NoPlastic,Light,Starved,D3,44,Apo,W82,0.267
10/07/2021,8,Yellow,S9,NLS,Elevated,NoPlastic,Light,Starved,D4,52,Sym,Y30,0.274
10/07/2021,8,Yellow,S10,NLS,Elevated,NoPlastic,Light,Starved,D4,52,Sym,Y31,0.190
10/07/2021,8,Yellow,S11,NLS,Elevated,NoPlastic,Light,Starved,D4,52,Sym,Y32,0.248
10/07/2021,8,Yellow,S12,NLS,Elevated,NoPlastic,Light,Starved,D4,52,Sym,Y33,0.161
10/07/2021,8,Yellow,S12,NLS,Elevated,NoPlastic,Light,Starved,D4,52,Sym,Y34,0.216
10/07/2021,8,Yellow,A12,NLS,Elevated,NoPlastic,Light,Starved,D4,60,Apo,Y74,0.202
10/07/2021,8,Yellow,A12,NLS,Elevated,NoPlastic,Light,Starved,D4,60,Apo,Y75,0.253
10/07/2021,8,Yellow,A13,NLS,Elevated,NoPlastic,Light,Starved,D4,60,Apo,Y76,0.222
10/07/2021,8,Yellow,A13,NLS,Elevated,NoPlastic,Light,Starved,D4,60,Apo,Y77,0.309
10/07/2021,8,Yellow,A13,NLS,Elevated,NoPlastic,Light,Starved,D4,60,Apo,Y78,0.302
10/8/2021,8,Green,A1,PDF,Elevated,Plastic,Dark,Fed,E1,5,Sym,B1,0.296
10/8/2021,8,Green,A1,PDF,Elevated,Plastic,Dark,Fed,E1,5,Sym,B2,0.179
10/8/2021,8,Green,A2,PDF,Elevated,Plastic,Dark,Fed,E1,5,Sym,B3,0.223
10/8/2021,8,Green,A3,PDF,Elevated,Plastic,Dark,Fed,E1,5,Sym,B4,0.075
10/8/2021,8,Green,A3,PDF,Elevated,Plastic,Dark,Fed,E1,5,Sym,B5,0.330
10/8/2021,8,Green,S22,PDF,Elevated,Plastic,Dark,Fed,E1,13,Apo,G85,0.167
10/8/2021,8,Green,S25,PDF,Elevated,Plastic,Dark,Fed,E1,13,Apo,G87,0.098
10/8/2021,8,Green,S27,PDF,Elevated,Plastic,Dark,Fed,E1,13,Apo,G88,0.181
10/8/2021,8,Green,S28,PDF,Elevated,Plastic,Dark,Fed,E1,13,Apo,G90,0.095
10/8/2021,8,Green,S29,PDF,Elevated,Plastic,Dark,Fed,E1,13,Apo,G92,0.123
10/8/2021,8,Green,S4,PDF,Elevated,Plastic,Dark,Fed,E2,21,Sym,B42,0.064
10/8/2021,8,Green,S4,PDF,Elevated,Plastic,Dark,Fed,E2,21,Sym,B43,0.105
10/8/2021,8,Green,S4,PDF,Elevated,Plastic,Dark,Fed,E2,21,Sym,B44,0.208
10/8/2021,8,Green,S5,PDF,Elevated,Plastic,Dark,Fed,E2,21,Sym,B45,0.070
10/8/2021,8,Green,S6,PDF,Elevated,Plastic,Dark,Fed,E2,21,Sym,B46,0.210
10/8/2021,8,Green,A4,PDF,Elevated,Plastic,Dark,Fed,E2,29,Apo,B88,0.112
10/8/2021,8,Green,A5,PDF,Elevated,Plastic,Dark,Fed,E2,29,Apo,B90,NA
10/8/2021,8,Green,A5,PDF,Elevated,Plastic,Dark,Fed,E2,29,Apo,B92,0.134
10/8/2021,8,Green,A5,PDF,Elevated,Plastic,Dark,Fed,E2,29,Apo,B93,0.076
10/8/2021,8,Green,A7,PDF,Elevated,Plastic,Dark,Fed,E2,29,Apo,B94,0.091
10/8/2021,8,Green,S7,PDF,Elevated,Plastic,Dark,Fed,E3,37,Sym,W38,0.080
10/8/2021,8,Green,S7,PDF,Elevated,Plastic,Dark,Fed,E3,37,Sym,W39,0.193
10/8/2021,8,Green,S7,PDF,Elevated,Plastic,Dark,Fed,E3,37,Sym,W40,0.284
10/8/2021,8,Green,S7,PDF,Elevated,Plastic,Dark,Fed,E3,37,Sym,W41,0.207
10/8/2021,8,Green,S7,PDF,Elevated,Plastic,Dark,Fed,E3,37,Sym,W42,0.141
10/8/2021,8,Green,A9,PDF,Elevated,Plastic,Dark,Fed,E3,45,Apo,W83,0.140
10/8/2021,8,Green,A10,PDF,Elevated,Plastic,Dark,Fed,E3,45,Apo,W84,0.147
10/8/2021,8,Green,A11,PDF,Elevated,Plastic,Dark,Fed,E3,45,Apo,W85,0.123
10/8/2021,8,Green,A11,PDF,Elevated,Plastic,Dark,Fed,E3,45,Apo,W87,0.221
10/8/2021,8,Green,A11,PDF,Elevated,Plastic,Dark,Fed,E3,45,Apo,W90,NA
10/8/2021,8,Green,S9,PDF,Elevated,Plastic,Dark,Fed,E4,53,Sym,Y35,0.149
10/8/2021,8,Green,S10,PDF,Elevated,Plastic,Dark,Fed,E4,53,Sym,Y36,0.094
10/8/2021,8,Green,S11,PDF,Elevated,Plastic,Dark,Fed,E4,53,Sym,Y37,0.161
10/8/2021,8,Green,S12,PDF,Elevated,Plastic,Dark,Fed,E4,53,Sym,Y38,0.136
10/8/2021,8,Green,S13,PDF,Elevated,Plastic,Dark,Fed,E4,53,Sym,Y39,0.081
10/8/2021,8,Green,A12,PDF,Elevated,Plastic,Dark,Fed,E4,61,Apo,Y79,0.206
10/8/2021,8,Green,A12,PDF,Elevated,Plastic,Dark,Fed,E4,61,Apo,Y80,NA
10/8/2021,8,Green,A13,PDF,Elevated,Plastic,Dark,Fed,E4,61,Apo,Y82,0.195
10/8/2021,8,Green,A13,PDF,Elevated,Plastic,Dark,Fed,E4,61,Apo,Y83,0.184
10/8/2021,8,Green,A13,PDF,Elevated,Plastic,Dark,Fed,E4,61,Apo,Y84,0.407
10/10/2021,8,Green,A1,PLF,Elevated,Plastic,Light,Fed,F1,6,Sym,G44,0.133
10/10/2021,8,Green,A2,PLF,Elevated,Plastic,Light,Fed,F1,6,Sym,G45,0.165
10/10/2021,8,Green,A2,PLF,Elevated,Plastic,Light,Fed,F1,6,Sym,G46,0.188
10/10/2021,8,Green,A3,PLF,Elevated,Plastic,Light,Fed,F1,6,Sym,G47,0.176
10/10/2021,8,Green,A3,PLF,Elevated,Plastic,Light,Fed,F1,6,Sym,G48,0.119
10/10/2021,8,Green,S22,PLF,Elevated,Plastic,Light,Fed,F1,14,Apo,G93,0.112
10/10/2021,8,Green,S25,PLF,Elevated,Plastic,Light,Fed,F1,14,Apo,G94,0.460
10/10/2021,8,Green,S27,PLF,Elevated,Plastic,Light,Fed,F1,14,Apo,G95,0.176
10/10/2021,8,Green,S28,PLF,Elevated,Plastic,Light,Fed,F1,14,Apo,G97,0.128
10/10/2021,8,Green,S29,PLF,Elevated,Plastic,Light,Fed,F1,14,Apo,G98,0.195
10/10/2021,8,Green,S4,PLF,Elevated,Plastic,Light,Fed,F2,22,Sym,B47,0.169
10/10/2021,8,Green,S4,PLF,Elevated,Plastic,Light,Fed,F2,22,Sym,B48,0.166
10/10/2021,8,Green,S4,PLF,Elevated,Plastic,Light,Fed,F2,22,Sym,B49,0.086
10/10/2021,8,Green,S6,PLF,Elevated,Plastic,Light,Fed,F2,22,Sym,B50,0.172
10/10/2021,8,Green,A4,PLF,Elevated,Plastic,Light,Fed,F2,22,Sym,B51,0.193
10/10/2021,8,Green,A5,PLF,Elevated,Plastic,Light,Fed,F2,30,Apo,B95,NA
10/10/2021,8,Green,A5,PLF,Elevated,Plastic,Light,Fed,F2,30,Apo,B97,0.304
10/10/2021,8,Green,A5,PLF,Elevated,Plastic,Light,Fed,F2,30,Apo,B98,NA
10/10/2021,8,Green,A7,PLF,Elevated,Plastic,Light,Fed,F2,30,Apo,W1,NA
10/10/2021,8,Green,S30,PLF,Elevated,Plastic,Light,Fed,F2,30,Apo,W2,0.211
10/10/2021,8,Green,S7,PLF,Elevated,Plastic,Light,Fed,F3,38,Sym,W43,0.074
10/10/2021,8,Green,S7,PLF,Elevated,Plastic,Light,Fed,F3,38,Sym,W44,0.138
10/10/2021,8,Green,S7,PLF,Elevated,Plastic,Light,Fed,F3,38,Sym,W45,0.160
10/10/2021,8,Green,S7,PLF,Elevated,Plastic,Light,Fed,F3,38,Sym,W46,0.278
10/10/2021,8,Green,S8,PLF,Elevated,Plastic,Light,Fed,F3,38,Sym,W47,0.217
10/10/2021,8,Green,A9,PLF,Elevated,Plastic,Light,Fed,F3,46,Apo,W92,0.201
10/10/2021,8,Green,A10,PLF,Elevated,Plastic,Light,Fed,F3,46,Apo,W93,0.162
10/10/2021,8,Green,A11,PLF,Elevated,Plastic,Light,Fed,F3,46,Apo,W94,0.410
10/10/2021,8,Green,A11,PLF,Elevated,Plastic,Light,Fed,F3,46,Apo,W95,0.202
10/10/2021,8,Green,A11,PLF,Elevated,Plastic,Light,Fed,F3,46,Apo,W97,NA
10/10/2021,8,Green,S9,PLF,Elevated,Plastic,Light,Fed,F4,54,Sym,Y40,0.213
10/10/2021,8,Green,S10,PLF,Elevated,Plastic,Light,Fed,F4,54,Sym,Y41,0.100
10/10/2021,8,Green,S11,PLF,Elevated,Plastic,Light,Fed,F4,54,Sym,Y42,0.127
10/10/2021,8,Green,S12,PLF,Elevated,Plastic,Light,Fed,F4,54,Sym,Y43,0.118
10/10/2021,8,Green,S13,PLF,Elevated,Plastic,Light,Fed,F4,54,Sym,Y44,0.126
10/10/2021,8,Green,A12,PLF,Elevated,Plastic,Light,Fed,F4,62,Apo,Y85,NA
10/10/2021,8,Green,A12,PLF,Elevated,Plastic,Light,Fed,F4,62,Apo,Y87,NA
10/10/2021,8,Green,A13,PLF,Elevated,Plastic,Light,Fed,F4,62,Apo,Y88,0.162
10/10/2021,8,Green,A13,PLF,Elevated,Plastic,Light,Fed,F4,62,Apo,Y92,0.156
10/10/2021,8,Green,A13,PLF,Elevated,Plastic,Light,Fed,F4,62,Apo,Y93,0.141
10/11/2021,8,Blue,A1,NDF,Elevated,NoPlastic,Dark,Fed,G1,7,Sym,G49,0.261
10/11/2021,8,Blue,A2,NDF,Elevated,NoPlastic,Dark,Fed,G1,7,Sym,G50,0.268
10/11/2021,8,Blue,A2,NDF,Elevated,NoPlastic,Dark,Fed,G1,7,Sym,G51,0.255
10/11/2021,8,Blue,A3,NDF,Elevated,NoPlastic,Dark,Fed,G1,7,Sym,G52,0.352
10/11/2021,8,Blue,A3,NDF,Elevated,NoPlastic,Dark,Fed,G1,7,Sym,G53,0.302
10/11/2021,8,Blue,S22,NDF,Elevated,NoPlastic,Dark,Fed,G1,15,Apo,B7,0.504
10/11/2021,8,Blue,S25,NDF,Elevated,NoPlastic,Dark,Fed,G1,15,Apo,B8,0.097
10/11/2021,8,Blue,S27,NDF,Elevated,NoPlastic,Dark,Fed,G1,15,Apo,B10,0.517
10/11/2021,8,Blue,S28,NDF,Elevated,NoPlastic,Dark,Fed,G1,15,Apo,B11,0.265
10/11/2021,8,Blue,S29,NDF,Elevated,NoPlastic,Dark,Fed,G1,15,Apo,B12,0.200
10/11/2021,8,Blue,S4,NDF,Elevated,NoPlastic,Dark,Fed,G2,23,Sym,B52,0.204
10/11/2021,8,Blue,S4,NDF,Elevated,NoPlastic,Dark,Fed,G2,23,Sym,B53,0.245
10/11/2021,8,Blue,S4,NDF,Elevated,NoPlastic,Dark,Fed,G2,23,Sym,B54,0.170
10/11/2021,8,Blue,S6,NDF,Elevated,NoPlastic,Dark,Fed,G2,23,Sym,B55,0.180
10/11/2021,8,Blue,S6,NDF,Elevated,NoPlastic,Dark,Fed,G2,23,Sym,B56,0.256
10/11/2021,8,Blue,A19,NDF,Elevated,NoPlastic,Dark,Fed,G2,96,Apo,O9975,0.267
10/11/2021,8,Blue,A20,NDF,Elevated,NoPlastic,Dark,Fed,G2,96,Apo,O7681,0.286
10/11/2021,8,Blue,A21,NDF,Elevated,NoPlastic,Dark,Fed,G2,96,Apo,O7096,0.191
10/11/2021,8,Blue,A22,NDF,Elevated,NoPlastic,Dark,Fed,G2,96,Apo,O9174,0.274
10/11/2021,8,Blue,A24,NDF,Elevated,NoPlastic,Dark,Fed,G2,96,Apo,O7398,0.131
10/11/2021,8,Blue,S7,NDF,Elevated,NoPlastic,Dark,Fed,G3,39,Sym,W48,0.312
10/11/2021,8,Blue,S7,NDF,Elevated,NoPlastic,Dark,Fed,G3,39,Sym,W49,0.208
10/11/2021,8,Blue,S7,NDF,Elevated,NoPlastic,Dark,Fed,G3,39,Sym,W50,0.142
10/11/2021,8,Blue,S7,NDF,Elevated,NoPlastic,Dark,Fed,G3,39,Sym,W51,0.156
10/11/2021,8,Blue,S8,NDF,Elevated,NoPlastic,Dark,Fed,G3,39,Sym,W52,0.376
10/11/2021,8,Blue,A9,NDF,Elevated,NoPlastic,Dark,Fed,G3,47,Apo,W98,0.220
10/11/2021,8,Blue,A10,NDF,Elevated,NoPlastic,Dark,Fed,G3,47,Apo,Y1,0.290
10/11/2021,8,Blue,A11,NDF,Elevated,NoPlastic,Dark,Fed,G3,47,Apo,Y2,0.107
10/11/2021,8,Blue,A11,NDF,Elevated,NoPlastic,Dark,Fed,G3,47,Apo,Y3,0.209
10/11/2021,8,Blue,A11,NDF,Elevated,NoPlastic,Dark,Fed,G3,47,Apo,Y4,0.203
10/11/2021,8,Blue,S9,NDF,Elevated,NoPlastic,Dark,Fed,G4,55,Sym,Y45,0.078
10/11/2021,8,Blue,S10,NDF,Elevated,NoPlastic,Dark,Fed,G4,55,Sym,Y46,0.187
10/11/2021,8,Blue,S11,NDF,Elevated,NoPlastic,Dark,Fed,G4,55,Sym,Y47,0.291
10/11/2021,8,Blue,S12,NDF,Elevated,NoPlastic,Dark,Fed,G4,55,Sym,Y48,0.119
10/11/2021,8,Blue,S13,NDF,Elevated,NoPlastic,Dark,Fed,G4,55,Sym,Y49,0.100
10/11/2021,8,Blue,A12,NDF,Elevated,NoPlastic,Dark,Fed,G4,63,Apo,Y90,NA
10/11/2021,8,Blue,A12,NDF,Elevated,NoPlastic,Dark,Fed,G4,63,Apo,Y94,NA
10/11/2021,8,Blue,A13,NDF,Elevated,NoPlastic,Dark,Fed,G4,63,Apo,Y95,0.270
10/11/2021,8,Blue,A13,NDF,Elevated,NoPlastic,Dark,Fed,G4,63,Apo,Y97,0.087
10/11/2021,8,Blue,A13,NDF,Elevated,NoPlastic,Dark,Fed,G4,63,Apo,O26,0.318
10/11/2021,15,Orange,M1,PDS,Elevated,Plastic,Dark,Starved,A1,1,Sym,G4,0.151
10/11/2021,15,Orange,A1,PDS,Elevated,Plastic,Dark,Starved,A1,1,Sym,G24,0.080
10/11/2021,15,Orange,A2,PDS,Elevated,Plastic,Dark,Starved,A1,1,Sym,G25,0.226
10/11/2021,15,Orange,A2,PDS,Elevated,Plastic,Dark,Starved,A1,1,Sym,G26,0.146
10/11/2021,15,Orange,A3,PDS,Elevated,Plastic,Dark,Starved,A1,1,Sym,G27,0.318
10/11/2021,15,Orange,S21,PDS,Elevated,Plastic,Dark,Starved,A1,9,Apo,G59,0.181
10/11/2021,15,Orange,S23,PDS,Elevated,Plastic,Dark,Starved,A1,9,Apo,G60,0.123
10/11/2021,15,Orange,S26,PDS,Elevated,Plastic,Dark,Starved,A1,9,Apo,G62,NA
10/11/2021,15,Orange,S27,PDS,Elevated,Plastic,Dark,Starved,A1,9,Apo,G63,0.112
10/11/2021,15,Orange,S29,PDS,Elevated,Plastic,Dark,Starved,A1,9,Apo,G64,0.061
10/11/2021,15,Orange,S4,PDS,Elevated,Plastic,Dark,Starved,A2,17,Sym,B13,0.158
10/11/2021,15,Orange,S4,PDS,Elevated,Plastic,Dark,Starved,A2,17,Sym,B14,0.201
10/11/2021,15,Orange,S4,PDS,Elevated,Plastic,Dark,Starved,A2,17,Sym,B15,0.172
10/11/2021,15,Orange,S5,PDS,Elevated,Plastic,Dark,Starved,A2,17,Sym,B20,0.188
10/11/2021,15,Orange,S6,PDS,Elevated,Plastic,Dark,Starved,A2,17,Sym,B21,NA
10/11/2021,15,Orange,A4,PDS,Elevated,Plastic,Dark,Starved,A2,25,Apo,B63,0.115
10/11/2021,15,Orange,A4,PDS,Elevated,Plastic,Dark,Starved,A2,25,Apo,B64,0.054
10/11/2021,15,Orange,A5,PDS,Elevated,Plastic,Dark,Starved,A2,25,Apo,B65,0.174
10/11/2021,15,Orange,A5,PDS,Elevated,Plastic,Dark,Starved,A2,25,Apo,B67,0.153
10/11/2021,15,Orange,A6,PDS,Elevated,Plastic,Dark,Starved,A2,25,Apo,B70,0.246
10/11/2021,15,Orange,S7,PDS,Elevated,Plastic,Dark,Starved,A3,33,Sym,W15,0.093
10/11/2021,15,Orange,S7,PDS,Elevated,Plastic,Dark,Starved,A3,33,Sym,W17,NA
10/11/2021,15,Orange,S7,PDS,Elevated,Plastic,Dark,Starved,A3,33,Sym,W20,0.308
10/11/2021,15,Orange,S7,PDS,Elevated,Plastic,Dark,Starved,A3,33,Sym,W21,0.330
10/11/2021,15,Orange,S7,PDS,Elevated,Plastic,Dark,Starved,A3,33,Sym,W22,0.268
10/11/2021,15,Orange,A9,PDS,Elevated,Plastic,Dark,Starved,A3,41,Apo,W58,0.088
10/11/2021,15,Orange,A9,PDS,Elevated,Plastic,Dark,Starved,A3,41,Apo,W59,0.298
10/11/2021,15,Orange,A10,PDS,Elevated,Plastic,Dark,Starved,A3,41,Apo,W60,0.103
10/11/2021,15,Orange,A11,PDS,Elevated,Plastic,Dark,Starved,A3,41,Apo,W62,0.162
10/11/2021,15,Orange,A11,PDS,Elevated,Plastic,Dark,Starved,A3,41,Apo,W63,0.149
10/11/2021,15,Orange,S9,PDS,Elevated,Plastic,Dark,Starved,A4,49,Sym,Y12,NA
10/11/2021,15,Orange,S10,PDS,Elevated,Plastic,Dark,Starved,A4,49,Sym,Y13,NA
10/11/2021,15,Orange,S11,PDS,Elevated,Plastic,Dark,Starved,A4,49,Sym,Y14,0.211
10/11/2021,15,Orange,S11,PDS,Elevated,Plastic,Dark,Starved,A4,49,Sym,Y15,0.186
10/11/2021,15,Orange,S12,PDS,Elevated,Plastic,Dark,Starved,A4,49,Sym,Y17,0.128
10/11/2021,15,Orange,A12,PDS,Elevated,Plastic,Dark,Starved,A4,57,Apo,Y55,NA
10/11/2021,15,Orange,A12,PDS,Elevated,Plastic,Dark,Starved,A4,57,Apo,Y56,0.102
10/11/2021,15,Orange,A12,PDS,Elevated,Plastic,Dark,Starved,A4,57,Apo,Y57,NA
10/11/2021,15,Orange,A13,PDS,Elevated,Plastic,Dark,Starved,A4,57,Apo,Y58,0.149
10/11/2021,15,Orange,A13,PDS,Elevated,Plastic,Dark,Starved,A4,57,Apo,Y59,0.432
10/12/2021,8,Blue,S23,NLF,Elevated,NoPlastic,Light,Fed,H1,8,Sym,G54,0.224
10/12/2021,8,Blue,S25,NLF,Elevated,NoPlastic,Light,Fed,H1,8,Sym,G55,0.133
10/12/2021,8,Blue,S27,NLF,Elevated,NoPlastic,Light,Fed,H1,8,Sym,G56,0.169
10/12/2021,8,Blue,S28,NLF,Elevated,NoPlastic,Light,Fed,H1,8,Sym,G57,0.166
10/12/2021,8,Blue,S29,NLF,Elevated,NoPlastic,Light,Fed,H1,8,Sym,G58,0.218
10/12/2021,8,Blue,A1,NLF,Elevated,NoPlastic,Light,Fed,H1,16,Apo,B22,0.176
10/12/2021,8,Blue,A2,NLF,Elevated,NoPlastic,Light,Fed,H1,16,Apo,B23,0.176
10/12/2021,8,Blue,A2,NLF,Elevated,NoPlastic,Light,Fed,H1,16,Apo,B24,0.129
10/12/2021,8,Blue,A3,NLF,Elevated,NoPlastic,Light,Fed,H1,16,Apo,B25,0.213
10/12/2021,8,Blue,A3,NLF,Elevated,NoPlastic,Light,Fed,H1,16,Apo,B26,0.163
10/12/2021,8,Blue,S4,NLF,Elevated,NoPlastic,Light,Fed,H2,24,Sym,B57,0.140
10/12/2021,8,Blue,S4,NLF,Elevated,NoPlastic,Light,Fed,H2,24,Sym,B58,0.141
10/12/2021,8,Blue,S5,NLF,Elevated,NoPlastic,Light,Fed,H2,24,Sym,B59,0.144
10/12/2021,8,Blue,S6,NLF,Elevated,NoPlastic,Light,Fed,H2,24,Sym,B60,0.118
10/12/2021,8,Blue,S6,NLF,Elevated,NoPlastic,Light,Fed,H2,24,Sym,B62,0.201
10/12/2021,8,Blue,A4,NLF,Elevated,NoPlastic,Light,Fed,H2,32,Apo,W10,0.121
10/12/2021,8,Blue,A5,NLF,Elevated,NoPlastic,Light,Fed,H2,32,Apo,W11,0.327
10/12/2021,8,Blue,A5,NLF,Elevated,NoPlastic,Light,Fed,H2,32,Apo,W12,NA
10/12/2021,8,Blue,A6,NLF,Elevated,NoPlastic,Light,Fed,H2,32,Apo,W13,0.256
10/12/2021,8,Blue,A8,NLF,Elevated,NoPlastic,Light,Fed,H2,32,Apo,W14,0.138
10/12/2021,8,Blue,S7,NLF,Elevated,NoPlastic,Light,Fed,H3,40,Sym,W53,0.218
10/12/2021,8,Blue,S7,NLF,Elevated,NoPlastic,Light,Fed,H3,40,Sym,W54,0.251
10/12/2021,8,Blue,S7,NLF,Elevated,NoPlastic,Light,Fed,H3,40,Sym,W55,0.179
10/12/2021,8,Blue,S7,NLF,Elevated,NoPlastic,Light,Fed,H3,40,Sym,W56,0.146
10/12/2021,8,Blue,S8,NLF,Elevated,NoPlastic,Light,Fed,H3,40,Sym,W57,0.188
10/12/2021,8,Blue,A9,NLF,Elevated,NoPlastic,Light,Fed,H3,48,Apo,Y5,0.132
10/12/2021,8,Blue,A10,NLF,Elevated,NoPlastic,Light,Fed,H3,48,Apo,Y7,NA
10/12/2021,8,Blue,A11,NLF,Elevated,NoPlastic,Light,Fed,H3,48,Apo,Y8,0.298
10/12/2021,8,Blue,A11,NLF,Elevated,NoPlastic,Light,Fed,H3,48,Apo,Y10,0.337
10/12/2021,8,Blue,A11,NLF,Elevated,NoPlastic,Light,Fed,H3,48,Apo,Y11,0.117
10/12/2021,8,Blue,S9,NLF,Elevated,NoPlastic,Light,Fed,H4,56,Sym,Y50,0.111
10/12/2021,8,Blue,S11,NLF,Elevated,NoPlastic,Light,Fed,H4,56,Sym,Y51,0.159
10/12/2021,8,Blue,S11,NLF,Elevated,NoPlastic,Light,Fed,H4,56,Sym,Y52,0.258
10/12/2021,8,Blue,S12,NLF,Elevated,NoPlastic,Light,Fed,H4,56,Sym,Y53,0.124
10/12/2021,8,Blue,S13,NLF,Elevated,NoPlastic,Light,Fed,H4,56,Sym,Y54,0.140
10/12/2021,8,Blue,A12,NLF,Elevated,NoPlastic,Light,Fed,H4,64,Apo,O27,0.171
10/12/2021,8,Blue,A12,NLF,Elevated,NoPlastic,Light,Fed,H4,64,Apo,O29,0.206
10/12/2021,8,Blue,A13,NLF,Elevated,NoPlastic,Light,Fed,H4,64,Apo,O30,0.088
10/12/2021,8,Blue,A13,NLF,Elevated,NoPlastic,Light,Fed,H4,64,Apo,O31,0.164
10/12/2021,8,Blue,A14,NLF,Elevated,NoPlastic,Light,Fed,H4,64,Apo,O32,NA
10/12/2021,15,Orange,A1,PLS,Elevated,Plastic,Light,Starved,B1,2,Sym,G28,0.199
10/12/2021,15,Orange,A1,PLS,Elevated,Plastic,Light,Starved,B1,2,Sym,G29,0.141
10/12/2021,15,Orange,A2,PLS,Elevated,Plastic,Light,Starved,B1,2,Sym,G30,0.181
10/12/2021,15,Orange,A2,PLS,Elevated,Plastic,Light,Starved,B1,2,Sym,G31,0.141
10/12/2021,15,Orange,A3,PLS,Elevated,Plastic,Light,Starved,B1,2,Sym,G32,0.152
10/12/2021,15,Orange,S21,PLS,Elevated,Plastic,Light,Starved,B1,10,Apo,G65,0.202
10/12/2021,15,Orange,S24,PLS,Elevated,Plastic,Light,Starved,B1,10,Apo,G67,0.216
10/12/2021,15,Orange,S26,PLS,Elevated,Plastic,Light,Starved,B1,10,Apo,G70,0.260
10/12/2021,15,Orange,S27,PLS,Elevated,Plastic,Light,Starved,B1,10,Apo,G71,0.339
10/12/2021,15,Orange,S29,PLS,Elevated,Plastic,Light,Starved,B1,10,Apo,G73,0.166
10/12/2021,15,Orange,S4,PLS,Elevated,Plastic,Light,Starved,B2,18,Sym,B27,0.099
10/12/2021,15,Orange,S4,PLS,Elevated,Plastic,Light,Starved,B2,18,Sym,B28,0.157
10/12/2021,15,Orange,S4,PLS,Elevated,Plastic,Light,Starved,B2,18,Sym,B29,NA
10/12/2021,15,Orange,S5,PLS,Elevated,Plastic,Light,Starved,B2,18,Sym,B30,0.353
10/12/2021,15,Orange,S6,PLS,Elevated,Plastic,Light,Starved,B2,18,Sym,B31,0.211
10/12/2021,15,Orange,A4,PLS,Elevated,Plastic,Light,Starved,B2,26,Apo,B71,NA
10/12/2021,15,Orange,A4,PLS,Elevated,Plastic,Light,Starved,B2,26,Apo,B72,0.170
10/12/2021,15,Orange,A5,PLS,Elevated,Plastic,Light,Starved,B2,26,Apo,B73,0.172
10/12/2021,15,Orange,A5,PLS,Elevated,Plastic,Light,Starved,B2,26,Apo,B74,0.276
10/12/2021,15,Orange,A6,PLS,Elevated,Plastic,Light,Starved,B2,26,Apo,B75,0.422
10/12/2021,15,Orange,S7,PLS,Elevated,Plastic,Light,Starved,B3,34,Sym,W23,0.223
10/12/2021,15,Orange,S7,PLS,Elevated,Plastic,Light,Starved,B3,34,Sym,W24,0.194
10/12/2021,15,Orange,S7,PLS,Elevated,Plastic,Light,Starved,B3,34,Sym,W25,0.171
