BTag,Day,Mass.G,mass.mg,logmass.mg,Fvfm,Rcolor,MR,logMR,Colony,Fragment,Phenotype,Treatment,Temperature,Tank,Tile,DaysAlive,Censored,Bacteria
W2,Day22,0.209,209,5.34233425,0.312,0.53773,0.00572,-5.1637865,A5,2,Apo,PLF,Elevated (30C),F2,30,22,N,SW
W2,Day8,0.206,206,5.32787617,0.211,NA,0.00773,-4.8626464,A5,2,Apo,PLF,Elevated (30C),F2,30,22,N,SW
W20,Day0,0.167,167,5.11799381,NA,0.36381,NA,NA,S7,17,Sym,PDS,Elevated (30C),A3,33,22,N,SW
W20,Day1,NA,NA,NA,0.249,0.3969,NA,NA,S7,17,Sym,PDS,Elevated (30C),A3,33,22,N,SW
W20,Day15,0.162,162,5.08759634,0.308,NA,0.00315,-5.7603528,S7,17,Sym,PDS,Elevated (30C),A3,33,22,N,SW
W20,Day22,0.156,156,5.04985601,0.084,0.42751,0.00214,-6.1469494,S7,17,Sym,PDS,Elevated (30C),A3,33,22,N,SW
W20,Day8,0.155,155,5.04342512,0.119,NA,0.03805,-3.2688542,S7,17,Sym,PDS,Elevated (30C),A3,33,22,N,SW
W21,Day0,0.164,164,5.09986643,NA,0.42007,NA,NA,S7,25,Sym,PDS,Elevated (30C),A3,33,22,N,EC
W21,Day1,NA,NA,NA,0.322,0.48522,NA,NA,S7,25,Sym,PDS,Elevated (30C),A3,33,22,N,EC
W21,Day15,0.156,156,5.04985601,0.33,NA,0.00761,-4.8782921,S7,25,Sym,PDS,Elevated (30C),A3,33,22,N,EC
W21,Day22,0.174,174,5.1590553,0.042,0.59119,0.06275,-2.7685967,S7,25,Sym,PDS,Elevated (30C),A3,33,22,N,EC
W21,Day8,0.158,158,5.06259503,0.227,NA,0.00817,-4.8072864,S7,25,Sym,PDS,Elevated (30C),A3,33,22,N,EC
W22,Day0,0.375,375,5.92692603,NA,0.45399,NA,NA,S7,33,Sym,PDS,Elevated (30C),A3,33,22,N,SW
W22,Day1,NA,NA,NA,0.2,0.42249,NA,NA,S7,33,Sym,PDS,Elevated (30C),A3,33,22,N,SW
W22,Day15,0.264,264,5.5759491,0.268,NA,0.00439,-5.4284261,S7,33,Sym,PDS,Elevated (30C),A3,33,22,N,SW
W22,Day22,0.264,264,5.5759491,0.073,0.49238,0.00425,-5.4608363,S7,33,Sym,PDS,Elevated (30C),A3,33,22,N,SW
W22,Day8,0.335,335,5.81413053,0.171,NA,0.04784,-3.0398932,S7,33,Sym,PDS,Elevated (30C),A3,33,22,N,SW
W23,Day0,0.126,126,4.83628191,NA,0.49321,NA,NA,S7,2,Sym,PLS,Elevated (30C),B3,34,22,N,EC
W23,Day1,NA,NA,NA,0.284,0.48303,NA,NA,S7,2,Sym,PLS,Elevated (30C),B3,34,22,N,EC
W23,Day15,0.12,120,4.78749174,0.223,NA,0.12689,-2.0644347,S7,2,Sym,PLS,Elevated (30C),B3,34,22,N,EC
W23,Day22,0.12,120,4.78749174,0.078,0.47874,0.00621,-5.0815944,S7,2,Sym,PLS,Elevated (30C),B3,34,22,N,EC
W23,Day8,0.123,123,4.81218436,0.055,NA,0.01032,-4.5736715,S7,2,Sym,PLS,Elevated (30C),B3,34,22,N,EC
W24,Day0,0.26,260,5.56068163,NA,0.36041,NA,NA,S7,10,Sym,PLS,Elevated (30C),B3,34,22,N,SW
W24,Day1,NA,NA,NA,0.26,0.50636,NA,NA,S7,10,Sym,PLS,Elevated (30C),B3,34,22,N,SW
W24,Day15,0.255,255,5.54126355,0.194,NA,0.00587,-5.1379006,S7,10,Sym,PLS,Elevated (30C),B3,34,22,N,SW
W24,Day22,0.242,242,5.48893773,0.046,0.48419,0.00453,-5.3970333,S7,10,Sym,PLS,Elevated (30C),B3,34,22,N,SW
W24,Day8,0.243,243,5.49306144,0.187,NA,0.01962,-3.9312058,S7,10,Sym,PLS,Elevated (30C),B3,34,22,N,SW
W25,Day0,0.193,193,5.26269019,NA,0.38381,NA,NA,S7,18,Sym,PLS,Elevated (30C),B3,34,22,N,EC
W25,Day1,NA,NA,NA,0.265,0.43829,NA,NA,S7,18,Sym,PLS,Elevated (30C),B3,34,22,N,EC
W25,Day15,0.194,194,5.26785816,0.171,NA,0.01006,-4.5991881,S7,18,Sym,PLS,Elevated (30C),B3,34,22,N,EC
W25,Day22,0.173,173,5.15329159,0.049,0.49894,0.12153,-2.1075941,S7,18,Sym,PLS,Elevated (30C),B3,34,22,N,EC
W25,Day8,0.194,194,5.26785816,0.171,NA,0.03558,-3.3359716,S7,18,Sym,PLS,Elevated (30C),B3,34,22,N,EC
W26,Day0,0.232,232,5.44673737,NA,0.42761,NA,NA,S7,26,Sym,PLS,Elevated (30C),B3,34,22,Y,SW
W26,Day1,NA,NA,NA,0.283,0.44119,NA,NA,S7,26,Sym,PLS,Elevated (30C),B3,34,22,Y,SW
W26,Day15,0.215,215,5.37063803,0.246,NA,0.00386,-5.5570881,S7,26,Sym,PLS,Elevated (30C),B3,34,22,Y,SW
W26,Day22,NA,NA,NA,0.07,0.55546,NA,NA,S7,26,Sym,PLS,Elevated (30C),B3,34,22,Y,SW
W26,Day8,0.23,230,5.43807931,0.123,NA,0.01614,-4.1264546,S7,26,Sym,PLS,Elevated (30C),B3,34,22,Y,SW
W27,Day0,0.235,235,5.45958551,NA,0.34238,NA,NA,S7,34,Sym,PLS,Elevated (30C),B3,34,22,N,EC
W27,Day1,NA,NA,NA,0.325,0.44788,NA,NA,S7,34,Sym,PLS,Elevated (30C),B3,34,22,N,EC
W27,Day15,0.239,239,5.47646355,0.078,NA,0.024,-3.7297014,S7,34,Sym,PLS,Elevated (30C),B3,34,22,N,EC
W27,Day22,0.229,229,5.433722,0.204,0.47616,0.02779,-3.583079,S7,34,Sym,PLS,Elevated (30C),B3,34,22,N,EC
W27,Day8,0.232,232,5.44673737,0.124,NA,0.01563,-4.1585631,S7,34,Sym,PLS,Elevated (30C),B3,34,22,N,EC
W28,Day0,0.204,204,5.31811999,NA,0.34853,NA,NA,S7,3,Sym,NDS,Elevated (30C),C3,35,22,N,SW
W28,Day1,NA,NA,NA,0.354,0.4314,NA,NA,S7,3,Sym,NDS,Elevated (30C),C3,35,22,N,SW
W28,Day15,0.182,182,5.20400669,0.136,NA,0.00367,-5.6075636,S7,3,Sym,NDS,Elevated (30C),C3,35,22,N,SW
W28,Day22,0.179,179,5.18738581,0.169,0.45824,0.0015,-6.5022902,S7,3,Sym,NDS,Elevated (30C),C3,35,22,N,SW
W28,Day8,0.191,191,5.25227343,0.245,NA,0.01185,-4.4354274,S7,3,Sym,NDS,Elevated (30C),C3,35,22,N,SW
W29,Day0,0.287,287,5.65948222,NA,0.41866,NA,NA,S7,11,Sym,NDS,Elevated (30C),C3,35,22,N,EC
W29,Day1,NA,NA,NA,0.327,0.4557,NA,NA,S7,11,Sym,NDS,Elevated (30C),C3,35,22,N,EC
W29,Day15,0.263,263,5.57215403,0.193,NA,0.00529,-5.241937,S7,11,Sym,NDS,Elevated (30C),C3,35,22,N,EC
W29,Day22,0.25,250,5.52146092,0.17,0.52097,0.06688,-2.7048553,S7,11,Sym,NDS,Elevated (30C),C3,35,22,N,EC
W29,Day8,0.269,269,5.59471138,0.09,NA,0.03501,-3.3521215,S7,11,Sym,NDS,Elevated (30C),C3,35,22,N,EC
W3,Day0,0.175,175,5.16478597,NA,0.46962,NA,NA,A4,7,Apo,Control,Ambient (19C),Tray,31,22,N,EC
W3,Day1,NA,NA,NA,NA,NA,NA,NA,A4,7,Apo,Control,Ambient (19C),Tray,31,22,N,EC
W3,Day15,NA,NA,NA,NA,NA,NA,NA,A4,7,Apo,Control,Ambient (19C),Tray,31,22,N,EC
W3,Day22,0.151,151,5.01727984,0.164,0.45556,0.00789,-4.8421591,A4,7,Apo,Control,Ambient (19C),Tray,31,22,N,EC
W3,Day8,NA,NA,NA,NA,NA,NA,NA,A4,7,Apo,Control,Ambient (19C),Tray,31,22,N,EC
W30,Day0,0.137,137,4.91998093,NA,0.43356,NA,NA,S7,19,Sym,NDS,Elevated (30C),C3,35,22,N,SW
W30,Day1,NA,NA,NA,0.221,0.50186,NA,NA,S7,19,Sym,NDS,Elevated (30C),C3,35,22,N,SW
W30,Day15,0.139,139,4.93447393,0.204,NA,0.00293,-5.8327529,S7,19,Sym,NDS,Elevated (30C),C3,35,22,N,SW
W30,Day22,0.135,135,4.90527478,0.064,0.62983,0.00252,-5.9834964,S7,19,Sym,NDS,Elevated (30C),C3,35,22,N,SW
W30,Day8,0.141,141,4.94875989,0.03,NA,0.00488,-5.3226101,S7,19,Sym,NDS,Elevated (30C),C3,35,22,N,SW
W31,Day0,0.201,201,5.30330491,NA,0.32032,NA,NA,S7,27,Sym,NDS,Elevated (30C),C3,35,22,N,EC
W31,Day1,NA,NA,NA,0.367,0.46253,NA,NA,S7,27,Sym,NDS,Elevated (30C),C3,35,22,N,EC
W31,Day15,0.182,182,5.20400669,0.213,NA,0.03062,-3.4861019,S7,27,Sym,NDS,Elevated (30C),C3,35,22,N,EC
W31,Day22,0.177,177,5.17614973,0.068,0.51254,0.0371,-3.2941383,S7,27,Sym,NDS,Elevated (30C),C3,35,22,N,EC
W31,Day8,0.191,191,5.25227343,0.198,NA,0.05862,-2.8366793,S7,27,Sym,NDS,Elevated (30C),C3,35,22,N,EC
W32,Day0,0.224,224,5.41164605,NA,0.46069,NA,NA,S7,35,Sym,NDS,Elevated (30C),C3,35,22,N,SW
W32,Day1,NA,NA,NA,0.183,0.47499,NA,NA,S7,35,Sym,NDS,Elevated (30C),C3,35,22,N,SW
W32,Day15,0.2,200,5.29831737,0.204,NA,0.00247,-6.0035371,S7,35,Sym,NDS,Elevated (30C),C3,35,22,N,SW
W32,Day22,0.192,192,5.25749537,0.068,0.44996,0.00143,-6.5500808,S7,35,Sym,NDS,Elevated (30C),C3,35,22,N,SW
W32,Day8,0.211,211,5.35185813,0.298,NA,0.00196,-6.2348108,S7,35,Sym,NDS,Elevated (30C),C3,35,22,N,SW
W33,Day0,0.163,163,5.0937502,NA,0.2924,NA,NA,S7,4,Sym,NLS,Elevated (30C),D3,36,22,N,SW
W33,Day1,NA,NA,NA,0.32,0.45683,NA,NA,S7,4,Sym,NLS,Elevated (30C),D3,36,22,N,SW
W33,Day15,0.139,139,4.93447393,0.169,NA,0.00962,-4.643911,S7,4,Sym,NLS,Elevated (30C),D3,36,22,N,SW
W33,Day22,0.137,137,4.91998093,0.195,0.49535,0.00444,-5.4171009,S7,4,Sym,NLS,Elevated (30C),D3,36,22,N,SW
W33,Day8,0.138,138,4.92725369,0.166,NA,0.00893,-4.7183389,S7,4,Sym,NLS,Elevated (30C),D3,36,22,N,SW
W34,Day0,0.109,109,4.69134788,NA,0.35622,NA,NA,S7,12,Sym,NLS,Elevated (30C),D3,36,22,N,EC
W34,Day1,NA,NA,NA,0.185,0.57499,NA,NA,S7,12,Sym,NLS,Elevated (30C),D3,36,22,N,EC
W34,Day15,0.114,114,4.73619845,0.157,NA,0.01425,-4.2509984,S7,12,Sym,NLS,Elevated (30C),D3,36,22,N,EC
W34,Day22,0.115,115,4.74493213,0.199,0.51759,0.08324,-2.4860273,S7,12,Sym,NLS,Elevated (30C),D3,36,22,N,EC
W34,Day8,0.115,115,4.74493213,0.145,NA,0.02173,-3.8290615,S7,12,Sym,NLS,Elevated (30C),D3,36,22,N,EC
W35,Day0,0.127,127,4.84418709,NA,0.36182,NA,NA,S30,6,Sym,NLS,Elevated (30C),D3,36,22,N,SW
W35,Day1,NA,NA,NA,0.137,0.41759,NA,NA,S30,6,Sym,NLS,Elevated (30C),D3,36,22,N,SW
W35,Day15,0.128,128,4.85203026,0.183,NA,0.00493,-5.3124163,S30,6,Sym,NLS,Elevated (30C),D3,36,22,N,SW
W35,Day22,0.127,127,4.84418709,0.323,0.39441,0.00526,-5.2476243,S30,6,Sym,NLS,Elevated (30C),D3,36,22,N,SW
W35,Day8,0.126,126,4.83628191,0.224,NA,0.0123,-4.398156,S30,6,Sym,NLS,Elevated (30C),D3,36,22,N,SW
W36,Day0,0.126,126,4.83628191,NA,0.37337,NA,NA,S7,28,Sym,NLS,Elevated (30C),D3,36,22,N,EC
W36,Day1,NA,NA,NA,0.154,0.46801,NA,NA,S7,28,Sym,NLS,Elevated (30C),D3,36,22,N,EC
W36,Day15,0.124,124,4.82028157,0.085,NA,0.12791,-2.0564284,S7,28,Sym,NLS,Elevated (30C),D3,36,22,N,EC
W36,Day22,0.121,121,4.79579055,0.213,0.48008,0.01076,-4.5319197,S7,28,Sym,NLS,Elevated (30C),D3,36,22,N,EC
W36,Day8,0.123,123,4.81218436,0.097,NA,0.0218,-3.8258453,S7,28,Sym,NLS,Elevated (30C),D3,36,22,N,EC
W37,Day0,0.293,293,5.68017261,NA,0.42481,NA,NA,S7,36,Sym,NLS,Elevated (30C),D3,36,22,N,SW
W37,Day1,NA,NA,NA,0.242,0.42183,NA,NA,S7,36,Sym,NLS,Elevated (30C),D3,36,22,N,SW
W37,Day15,0.187,187,5.23110862,0.212,NA,0.00333,-5.704783,S7,36,Sym,NLS,Elevated (30C),D3,36,22,N,SW
W37,Day22,0.194,194,5.26785816,0.202,0.50384,0.00521,-5.2571754,S7,36,Sym,NLS,Elevated (30C),D3,36,22,N,SW
W37,Day8,0.282,282,5.64190707,0.181,NA,0.01432,-4.2460981,S7,36,Sym,NLS,Elevated (30C),D3,36,22,N,SW
W38,Day0,0.255,255,5.54126355,NA,0.37946,NA,NA,S7,5,Sym,PDF,Elevated (30C),E3,37,22,N,SW
W38,Day1,NA,NA,NA,0.273,0.42674,NA,NA,S7,5,Sym,PDF,Elevated (30C),E3,37,22,N,SW
W38,Day15,0.195,195,5.27299956,0.072,NA,0.00572,-5.1637865,S7,5,Sym,PDF,Elevated (30C),E3,37,22,N,SW
W38,Day22,0.185,185,5.22035583,0.28,0.46037,0.00299,-5.8124819,S7,5,Sym,PDF,Elevated (30C),E3,37,22,N,SW
W38,Day8,0.249,249,5.5174529,0.08,NA,0.11621,-2.1523564,S7,5,Sym,PDF,Elevated (30C),E3,37,22,N,SW
W39,Day0,0.127,127,4.84418709,NA,0.38717,NA,NA,S7,13,Sym,PDF,Elevated (30C),E3,37,22,N,EC
W39,Day1,NA,NA,NA,0.164,0.34312,NA,NA,S7,13,Sym,PDF,Elevated (30C),E3,37,22,N,EC
W39,Day15,0.248,248,5.51342875,0.057,NA,0.02246,-3.7960193,S7,13,Sym,PDF,Elevated (30C),E3,37,22,N,EC
W39,Day22,0.123,123,4.81218436,0.402,0.46901,0.02136,-3.8462353,S7,13,Sym,PDF,Elevated (30C),E3,37,22,N,EC
W39,Day8,0.127,127,4.84418709,0.193,NA,0.02461,-3.7046024,S7,13,Sym,PDF,Elevated (30C),E3,37,22,N,EC
W4,Day0,0.286,286,5.65599181,NA,0.63513,NA,NA,A5,3,Apo,Control,Ambient (19C),Tray,31,22,N,NA
W4,Day1,NA,NA,NA,NA,NA,NA,NA,A5,3,Apo,Control,Ambient (19C),Tray,31,22,N,NA
W4,Day15,NA,NA,NA,NA,NA,NA,NA,A5,3,Apo,Control,Ambient (19C),Tray,31,22,N,NA
W4,Day22,0.272,272,5.60580207,0.269,0.41281,NA,NA,A5,3,Apo,Control,Ambient (19C),Tray,31,22,N,NA
W4,Day8,NA,NA,NA,NA,NA,NA,NA,A5,3,Apo,Control,Ambient (19C),Tray,31,22,N,NA
W40,Day0,0.23,230,5.43807931,NA,0.41361,NA,NA,S7,21,Sym,PDF,Elevated (30C),E3,37,22,N,SW
W40,Day1,NA,NA,NA,0.263,0.4759,NA,NA,S7,21,Sym,PDF,Elevated (30C),E3,37,22,N,SW
W40,Day15,0.226,226,5.420535,0.136,NA,0.00231,-6.0705078,S7,21,Sym,PDF,Elevated (30C),E3,37,22,N,SW
W40,Day22,0.217,217,5.37989735,0.463,0.56014,0.00185,-6.2925696,S7,21,Sym,PDF,Elevated (30C),E3,37,22,N,SW
W40,Day8,0.232,232,5.44673737,0.284,NA,0.00248,-5.9994967,S7,21,Sym,PDF,Elevated (30C),E3,37,22,N,SW
W41,Day0,0.119,119,4.77912349,NA,0.32614,NA,NA,S7,29,Sym,PDF,Elevated (30C),E3,37,22,N,EC
W41,Day1,NA,NA,NA,0.227,0.45572,NA,NA,S7,29,Sym,PDF,Elevated (30C),E3,37,22,N,EC
W41,Day15,0.11,110,4.70048037,0.075,NA,0.01313,-4.3328556,S7,29,Sym,PDF,Elevated (30C),E3,37,22,N,EC
W41,Day22,0.104,104,4.6443909,0.303,0.53617,0.00842,-4.7771455,S7,29,Sym,PDF,Elevated (30C),E3,37,22,N,EC
W41,Day8,0.114,114,4.73619845,0.207,NA,0.06287,-2.7666862,S7,29,Sym,PDF,Elevated (30C),E3,37,22,N,EC
W42,Day0,0.3,300,5.70378247,NA,0.23719,NA,NA,S7,37,Sym,PDF,Elevated (30C),E3,37,22,N,SW
W42,Day1,NA,NA,NA,0.326,0.38209,NA,NA,S7,37,Sym,PDF,Elevated (30C),E3,37,22,N,SW
W42,Day15,0.285,285,5.65248918,0.129,NA,0.00324,-5.7321819,S7,37,Sym,PDF,Elevated (30C),E3,37,22,N,SW
W42,Day22,0.281,281,5.63835467,0.255,0.44156,0.00231,-6.0705078,S7,37,Sym,PDF,Elevated (30C),E3,37,22,N,SW
W42,Day8,0.299,299,5.70044357,0.141,NA,0.02034,-3.8951659,S7,37,Sym,PDF,Elevated (30C),E3,37,22,N,SW
W43,Day0,0.145,145,4.97673374,NA,0.34732,NA,NA,S7,6,Sym,PLF,Elevated (30C),F3,38,22,N,SW
W43,Day1,NA,NA,NA,0.176,0.42342,NA,NA,S7,6,Sym,PLF,Elevated (30C),F3,38,22,N,SW
W43,Day15,0.123,123,4.81218436,0.201,NA,0.00419,-5.4750545,S7,6,Sym,PLF,Elevated (30C),F3,38,22,N,SW
W43,Day22,0.124,124,4.82028157,0.221,0.4371,0.00853,-4.7641659,S7,6,Sym,PLF,Elevated (30C),F3,38,22,N,SW
W43,Day8,0.124,124,4.82028157,0.074,NA,0.00609,-5.1011072,S7,6,Sym,PLF,Elevated (30C),F3,38,22,N,SW
W44,Day0,0.164,164,5.09986643,NA,0.4502,NA,NA,S7,14,Sym,PLF,Elevated (30C),F3,38,22,N,EC
W44,Day1,NA,NA,NA,0.054,0.56582,NA,NA,S7,14,Sym,PLF,Elevated (30C),F3,38,22,N,EC
W44,Day15,0.141,141,4.94875989,0.105,NA,0.01084,-4.5245123,S7,14,Sym,PLF,Elevated (30C),F3,38,22,N,EC
W44,Day22,0.148,148,4.99721227,0.19,0.48509,0.02366,-3.7439694,S7,14,Sym,PLF,Elevated (30C),F3,38,22,N,EC
W44,Day8,0.145,145,4.97673374,0.138,NA,0.00857,-4.7594875,S7,14,Sym,PLF,Elevated (30C),F3,38,22,N,EC
W45,Day0,0.113,113,4.72738782,NA,0.40224,NA,NA,S7,22,Sym,PLF,Elevated (30C),F3,38,22,N,SW
W45,Day1,NA,NA,NA,0.037,0.49692,NA,NA,S7,22,Sym,PLF,Elevated (30C),F3,38,22,N,SW
W45,Day15,0.087,87,4.46590812,0.111,NA,0.00447,-5.4103669,S7,22,Sym,PLF,Elevated (30C),F3,38,22,N,SW
W45,Day22,0.088,88,4.47733681,0.08,0.39612,0.00841,-4.7783338,S7,22,Sym,PLF,Elevated (30C),F3,38,22,N,SW
W45,Day8,0.086,86,4.4543473,0.16,NA,0.0054,-5.2213563,S7,22,Sym,PLF,Elevated (30C),F3,38,22,N,SW
W46,Day0,0.185,185,5.22035583,NA,0.33407,NA,NA,S7,30,Sym,PLF,Elevated (30C),F3,38,22,N,EC
W46,Day1,NA,NA,NA,0.122,0.36543,NA,NA,S7,30,Sym,PLF,Elevated (30C),F3,38,22,N,EC
W46,Day15,0.167,167,5.11799381,0.168,NA,0.02855,-3.5560983,S7,30,Sym,PLF,Elevated (30C),F3,38,22,N,EC
W46,Day22,0.166,166,5.11198779,0.26,0.41829,0.00892,-4.7194593,S7,30,Sym,PLF,Elevated (30C),F3,38,22,N,EC
W46,Day8,0.169,169,5.12989871,0.278,NA,0.03019,-3.5002445,S7,30,Sym,PLF,Elevated (30C),F3,38,22,N,EC
W47,Day0,0.195,195,5.27299956,NA,0.37262,NA,NA,S8,1,Sym,PLF,Elevated (30C),F3,38,20,N,SW
W47,Day1,NA,NA,NA,0.078,0.49362,NA,NA,S8,1,Sym,PLF,Elevated (30C),F3,38,20,N,SW
W47,Day15,0.179,179,5.18738581,0.485,NA,0.00386,-5.5570881,S8,1,Sym,PLF,Elevated (30C),F3,38,20,N,SW
W47,Day22,NA,NA,NA,NA,NA,NA,NA,S8,1,Sym,PLF,Elevated (30C),F3,38,20,N,SW
W47,Day8,0.177,177,5.17614973,0.217,NA,0.01895,-3.9659513,S8,1,Sym,PLF,Elevated (30C),F3,38,20,N,SW
W48,Day0,0.103,103,4.63472899,NA,0.44645,NA,NA,S7,7,Sym,NDF,Elevated (30C),G3,39,22,N,SW
W48,Day1,NA,NA,NA,0.265,0.4877,NA,NA,S7,7,Sym,NDF,Elevated (30C),G3,39,22,N,SW
W48,Day15,0.082,82,4.40671925,0.063,NA,0.00418,-5.477444,S7,7,Sym,NDF,Elevated (30C),G3,39,22,N,SW
W48,Day22,0.073,73,4.29045944,0.134,0.46592,0.00277,-5.888908,S7,7,Sym,NDF,Elevated (30C),G3,39,22,N,SW
W48,Day8,0.088,88,4.47733681,0.312,NA,0.00764,-4.8743577,S7,7,Sym,NDF,Elevated (30C),G3,39,22,N,SW
W49,Day0,0.114,114,4.73619845,NA,0.45711,NA,NA,S7,15,Sym,NDF,Elevated (30C),G3,39,19,N,EC
W49,Day1,NA,NA,NA,0.407,0.48285,NA,NA,S7,15,Sym,NDF,Elevated (30C),G3,39,19,N,EC
W49,Day15,0.099,99,4.59511985,0.091,NA,0.03692,-3.2990019,S7,15,Sym,NDF,Elevated (30C),G3,39,19,N,EC
W49,Day22,NA,NA,NA,NA,NA,NA,NA,S7,15,Sym,NDF,Elevated (30C),G3,39,19,N,EC
W49,Day8,0.109,109,4.69134788,0.208,NA,NA,NA,S7,15,Sym,NDF,Elevated (30C),G3,39,19,N,EC
W5,Day0,0.209,209,5.34233425,NA,0.55248,NA,NA,A5,11,Apo,Control,Ambient (19C),Tray,31,22,N,NA
W5,Day1,NA,NA,NA,NA,NA,NA,NA,A5,11,Apo,Control,Ambient (19C),Tray,31,22,N,NA
W5,Day15,NA,NA,NA,NA,NA,NA,NA,A5,11,Apo,Control,Ambient (19C),Tray,31,22,N,NA
W5,Day22,0.194,194,5.26785816,0.099,0.43243,NA,NA,A5,11,Apo,Control,Ambient (19C),Tray,31,22,N,NA
W5,Day8,NA,NA,NA,NA,NA,NA,NA,A5,11,Apo,Control,Ambient (19C),Tray,31,22,N,NA
W50,Day0,0.242,242,5.48893773,NA,0.36491,NA,NA,S7,23,Sym,NDF,Elevated (30C),G3,39,15,Y,SW
W50,Day1,NA,NA,NA,0.345,0.40989,NA,NA,S7,23,Sym,NDF,Elevated (30C),G3,39,15,Y,SW
W50,Day15,NA,NA,NA,0.039,NA,NA,NA,S7,23,Sym,NDF,Elevated (30C),G3,39,15,Y,SW
W50,Day22,NA,NA,NA,NA,NA,NA,NA,S7,23,Sym,NDF,Elevated (30C),G3,39,15,Y,SW
W50,Day8,0.213,213,5.36129217,0.142,NA,0.00348,-5.660723,S7,23,Sym,NDF,Elevated (30C),G3,39,15,Y,SW
W51,Day0,0.301,301,5.70711026,NA,0.37594,NA,NA,S7,31,Sym,NDF,Elevated (30C),G3,39,22,N,EC
W51,Day1,NA,NA,NA,0.071,0.44157,NA,NA,S7,31,Sym,NDF,Elevated (30C),G3,39,22,N,EC
W51,Day15,0.287,287,5.65948222,0.06,NA,0.00453,-5.3970333,S7,31,Sym,NDF,Elevated (30C),G3,39,22,N,EC
W51,Day22,0.282,282,5.64190707,0.218,0.42704,0.01447,-4.2356777,S7,31,Sym,NDF,Elevated (30C),G3,39,22,N,EC
W51,Day8,0.288,288,5.66296048,0.156,NA,NA,NA,S7,31,Sym,NDF,Elevated (30C),G3,39,22,N,EC
W52,Day0,0.211,211,5.35185813,NA,0.373,NA,NA,S8,2,Sym,NDF,Elevated (30C),G3,39,22,N,SW
W52,Day1,NA,NA,NA,0.405,0.32621,NA,NA,S8,2,Sym,NDF,Elevated (30C),G3,39,22,N,SW
W52,Day15,0.152,152,5.02388052,0.121,NA,0.00092,-6.9911369,S8,2,Sym,NDF,Elevated (30C),G3,39,22,N,SW
W52,Day22,0.147,147,4.99043259,0.218,0.55343,0.00114,-6.776727,S8,2,Sym,NDF,Elevated (30C),G3,39,22,N,SW
W52,Day8,0.203,203,5.31320598,0.376,NA,0.0026,-5.9522438,S8,2,Sym,NDF,Elevated (30C),G3,39,22,N,SW
W53,Day0,0.208,208,5.33753808,NA,0.42434,NA,NA,S7,8,Sym,NLF,Elevated (30C),H3,40,22,N,SW
W53,Day1,NA,NA,NA,0.181,0.39433,NA,NA,S7,8,Sym,NLF,Elevated (30C),H3,40,22,N,SW
W53,Day15,0.198,198,5.28826703,0.084,NA,0.00523,-5.253344,S7,8,Sym,NLF,Elevated (30C),H3,40,22,N,SW
W53,Day22,0.199,199,5.29330482,0.286,0.4298,0.00989,-4.6162311,S7,8,Sym,NLF,Elevated (30C),H3,40,22,N,SW
W53,Day8,0.197,197,5.28320373,0.218,NA,0.00459,-5.3838753,S7,8,Sym,NLF,Elevated (30C),H3,40,22,N,SW
W54,Day0,0.148,148,4.99721227,NA,0.35798,NA,NA,S7,16,Sym,NLF,Elevated (30C),H3,40,22,N,EC
W54,Day1,NA,NA,NA,0.287,0.42583,NA,NA,S7,16,Sym,NLF,Elevated (30C),H3,40,22,N,EC
W54,Day15,0.16,160,5.07517382,0.13,NA,0.01108,-4.5026136,S7,16,Sym,NLF,Elevated (30C),H3,40,22,N,EC
W54,Day22,0.151,151,5.01727984,0.355,0.44222,0.02954,-3.52201,S7,16,Sym,NLF,Elevated (30C),H3,40,22,N,EC
W54,Day8,0.144,144,4.9698133,0.251,NA,0.06108,-2.7955708,S7,16,Sym,NLF,Elevated (30C),H3,40,22,N,EC
W55,Day0,0.285,285,5.65248918,NA,0.35046,NA,NA,S7,24,Sym,NLF,Elevated (30C),H3,40,22,N,SW
W55,Day1,NA,NA,NA,0.277,0.39889,NA,NA,S7,24,Sym,NLF,Elevated (30C),H3,40,22,N,SW
W55,Day15,0.282,282,5.64190707,0.171,NA,0.00603,-5.1110083,S7,24,Sym,NLF,Elevated (30C),H3,40,22,N,SW
W55,Day22,0.29,290,5.66988092,0.394,0.31081,0.00564,-5.1778712,S7,24,Sym,NLF,Elevated (30C),H3,40,22,N,SW
W55,Day8,0.272,272,5.60580207,0.179,NA,0.00601,-5.1143305,S7,24,Sym,NLF,Elevated (30C),H3,40,22,N,SW
W56,Day0,0.301,301,5.70711026,NA,0.42814,NA,NA,S7,32,Sym,NLF,Elevated (30C),H3,40,22,N,EC
W56,Day1,NA,NA,NA,0.317,0.40437,NA,NA,S7,32,Sym,NLF,Elevated (30C),H3,40,22,N,EC
W56,Day15,0.251,251,5.52545294,0.162,NA,0.02001,-3.9115231,S7,32,Sym,NLF,Elevated (30C),H3,40,22,N,EC
W56,Day22,0.249,249,5.5174529,0.428,0.38881,0.01193,-4.428699,S7,32,Sym,NLF,Elevated (30C),H3,40,22,N,EC
W56,Day8,0.278,278,5.62762111,0.146,NA,0.0337,-3.3902574,S7,32,Sym,NLF,Elevated (30C),H3,40,22,N,EC
W57,Day0,0.251,251,5.52545294,NA,0.43708,NA,NA,S8,3,Sym,NLF,Elevated (30C),H3,40,22,N,SW
