input.rate,converted.rate,volumetric,mass.specific,input.o2.unit,input.time.unit,output.unit,vial,B.TAG,Day,Sym.state,Bacteria,Treatment,Plastic,Light,Food,Temperature
-2.18193,-4.98829,-9.47776,-0.06819,%,min,umol/min/g,D3,W80,15,apo,EC,NLS,NoPlastic,Light,Starved,Elevated
-1.60129,-3.66084,-6.9556,-0.04294,%,min,umol/min/g,D4,Y74,15,apo,EC,NLS,NoPlastic,Light,Starved,Elevated
-0.82234,-1.88002,-3.57204,-0.01931,%,min,umol/min/g,D5,Y76,15,apo,EC,NLS,NoPlastic,Light,Starved,Elevated
-3.20063,-7.31723,-13.9027,-0.05721,%,min,umol/min/g,D6,Y78,15,apo,EC,NLS,NoPlastic,Light,Starved,Elevated
-0.16273,-0.37111,-0.70511,-0.00928,%,min,umol/min/g,A2,G39,22,sym,SW,NLS,NoPlastic,Light,Starved,Elevated
-0.09362,-0.21351,-0.40567,-0.00665,%,min,umol/min/g,A3,G41,22,sym,SW,NLS,NoPlastic,Light,Starved,Elevated
-0.23885,-0.5447,-1.03494,-0.00562,%,min,umol/min/g,A4,G43,22,sym,SW,NLS,NoPlastic,Light,Starved,Elevated
-0.80053,-1.8256,-3.46864,-0.02017,%,min,umol/min/g,A5,B38,22,sym,SW,NLS,NoPlastic,Light,Starved,Elevated
-0.13939,-0.31787,-0.60395,-0.00575,%,min,umol/min/g,A6,B40,22,sym,SW,NLS,NoPlastic,Light,Starved,Elevated
-0.14023,-0.31979,-0.6076,-0.00444,%,min,umol/min/g,B2,W33,22,sym,SW,NLS,NoPlastic,Light,Starved,Elevated
-0.15416,-0.35155,-0.66795,-0.00526,%,min,umol/min/g,B3,W35,22,sym,SW,NLS,NoPlastic,Light,Starved,Elevated
-0.23319,-0.53179,-1.0104,-0.00521,%,min,umol/min/g,B4,W37,22,sym,SW,NLS,NoPlastic,Light,Starved,Elevated
-0.20324,-0.46347,-0.8806,-0.00385,%,min,umol/min/g,B5,Y31,22,sym,SW,NLS,NoPlastic,Light,Starved,Elevated
-0.23658,-0.53952,-1.02509,-0.00518,%,min,umol/min/g,B6,Y33,22,sym,SW,NLS,NoPlastic,Light,Starved,Elevated
-2.44171,-5.56826,-10.5797,-0.06412,%,min,umol/min/g,C2,G79,22,apo,SW,NLS,NoPlastic,Light,Starved,Elevated
-1.1397,-2.59907,-4.93823,-0.0177,%,min,umol/min/g,C3,G84,22,apo,SW,NLS,NoPlastic,Light,Starved,Elevated
-0.15617,-0.35615,-0.67669,-0.00494,%,min,umol/min/g,C4,B83,22,apo,SW,NLS,NoPlastic,Light,Starved,Elevated
-0.10983,-0.25047,-0.47589,-0.00384,%,min,umol/min/g,C5,B85,22,apo,SW,NLS,NoPlastic,Light,Starved,Elevated
-0.05831,-0.13297,-0.25263,-0.00346,%,min,umol/min/g,C6,W77,22,apo,SW,NLS,NoPlastic,Light,Starved,Elevated
-0.1269,-0.28939,-0.54985,-0.00487,%,min,umol/min/g,D2,W82,22,apo,SW,NLS,NoPlastic,Light,Starved,Elevated
-0.1269,-0.28939,-0.54985,-0.00398,%,min,umol/min/g,D3,Y75,22,apo,SW,NLS,NoPlastic,Light,Starved,Elevated
-0.12072,-0.2753,-0.52307,-0.00528,%,min,umol/min/g,D4,Y77,22,apo,SW,NLS,NoPlastic,Light,Starved,Elevated
-2.60488,-5.94038,-10.6927,-0.03081,%,min,umol/min/g,A2,G40,22,sym,EC,NLS,NoPlastic,Light,Starved,Elevated
-2.13316,-4.86463,-9.24279,-0.05282,%,min,umol/min/g,A3,G42,22,sym,EC,NLS,NoPlastic,Light,Starved,Elevated
-0.13958,-0.31831,-0.6048,-0.01163,%,min,umol/min/g,A4,B37,22,sym,EC,NLS,NoPlastic,Light,Starved,Elevated
-0.42427,-0.96754,-1.83833,-0.01323,%,min,umol/min/g,A5,B39,22,sym,EC,NLS,NoPlastic,Light,Starved,Elevated
-1.37304,-3.13118,-5.63612,-0.01824,%,min,umol/min/g,A6,B41,22,sym,EC,NLS,NoPlastic,Light,Starved,Elevated
-2.20933,-5.03833,-9.57282,-0.08324,%,min,umol/min/g,B2,W34,22,sym,EC,NLS,NoPlastic,Light,Starved,Elevated
-0.30044,-0.68515,-1.30178,-0.01076,%,min,umol/min/g,B3,W36,22,sym,EC,NLS,NoPlastic,Light,Starved,Elevated
-0.3986,-0.909,-1.6362,-0.00843,%,min,umol/min/g,B4,Y32,22,sym,EC,NLS,NoPlastic,Light,Starved,Elevated
-1.54257,-3.51781,-6.68384,-0.02475,%,min,umol/min/g,B5,Y34,22,sym,EC,NLS,NoPlastic,Light,Starved,Elevated
-0.73232,-1.67003,-3.17306,-0.02759,%,min,umol/min/g,C2,G80,22,apo,EC,NLS,NoPlastic,Light,Starved,Elevated
-3.34656,-7.63176,-14.5003,-0.0725,%,min,umol/min/g,C3,G82,22,apo,EC,NLS,NoPlastic,Light,Starved,Elevated
-3.55009,-8.09592,-15.3822,-0.10987,%,min,umol/min/g,C4,B82,22,apo,EC,NLS,NoPlastic,Light,Starved,Elevated
-4.41753,-10.0741,-19.1408,-0.09667,%,min,umol/min/g,C5,B84,22,apo,EC,NLS,NoPlastic,Light,Starved,Elevated
-1.48438,-3.3851,-6.43168,-0.032,%,min,umol/min/g,C6,B87,22,apo,EC,NLS,NoPlastic,Light,Starved,Elevated
-1.27447,-2.90641,-5.52219,-0.02454,%,min,umol/min/g,D2,W78,22,apo,EC,NLS,NoPlastic,Light,Starved,Elevated
-1.27447,-2.90641,-5.52219,-0.04383,%,min,umol/min/g,D3,W80,22,apo,EC,NLS,NoPlastic,Light,Starved,Elevated
-2.4084,-5.49231,-10.4354,-0.06911,%,min,umol/min/g,D4,Y74,22,apo,EC,NLS,NoPlastic,Light,Starved,Elevated
-0.38507,-0.87813,-1.66845,-0.00917,%,min,umol/min/g,D5,Y76,22,apo,EC,NLS,NoPlastic,Light,Starved,Elevated
-2.1229,-4.84123,-9.19833,-0.03724,%,min,umol/min/g,D6,Y78,22,apo,EC,NLS,NoPlastic,Light,Starved,Elevated
-2.94528,-6.71071,-12.7503,-0.0457,%,min,umol/min/g,A2,B2,8,sym,EC,PDF,Plastic,Dark,Fed,Elevated
-0.73203,-1.66791,-3.16903,-0.01713,%,min,umol/min/g,A3,B4,8,sym,EC,PDF,Plastic,Dark,Fed,Elevated
-0.74652,-1.70091,-3.23173,-0.01616,%,min,umol/min/g,A4,B42,8,sym,EC,PDF,Plastic,Dark,Fed,Elevated
-2.98573,-6.80286,-12.9254,-0.07428,%,min,umol/min/g,A5,B44,8,sym,EC,PDF,Plastic,Dark,Fed,Elevated
-0.22975,-0.52349,-0.99463,-0.00913,%,min,umol/min/g,A6,B46,8,sym,EC,PDF,Plastic,Dark,Fed,Elevated
-0.72199,-1.64502,-3.12554,-0.02461,%,min,umol/min/g,B2,W39,8,sym,EC,PDF,Plastic,Dark,Fed,Elevated
-1.65554,-3.77208,-7.16696,-0.06287,%,min,umol/min/g,B3,W41,8,sym,EC,PDF,Plastic,Dark,Fed,Elevated
-1.53883,-3.50617,-6.66172,-0.05047,%,min,umol/min/g,B4,Y35,8,sym,EC,PDF,Plastic,Dark,Fed,Elevated
-1.11962,-2.551,-4.8469,-0.02578,%,min,umol/min/g,B5,Y37,8,sym,EC,PDF,Plastic,Dark,Fed,Elevated
-1.24485,-2.83634,-5.38904,-0.02164,%,min,umol/min/g,B6,Y39,8,sym,EC,PDF,Plastic,Dark,Fed,Elevated
-1.72586,-3.93231,-7.47139,-0.02885,%,min,umol/min/g,C2,G87,8,apo,EC,PDF,Plastic,Dark,Fed,Elevated
-0.69021,-1.57263,-2.98799,-0.02281,%,min,umol/min/g,C3,G92,8,apo,EC,PDF,Plastic,Dark,Fed,Elevated
-0.33805,-0.77023,-1.46344,-0.01978,%,min,umol/min/g,C4,B88,8,apo,EC,PDF,Plastic,Dark,Fed,Elevated
-3.28861,-7.49297,-14.2366,-0.06911,%,min,umol/min/g,C5,B92,8,apo,EC,PDF,Plastic,Dark,Fed,Elevated
-3.33909,-7.60798,-14.4552,-0.13262,%,min,umol/min/g,C6,B94,8,apo,EC,PDF,Plastic,Dark,Fed,Elevated
-3.38214,-7.70607,-13.8709,-0.0439,%,min,umol/min/g,D2,W84,8,apo,EC,PDF,Plastic,Dark,Fed,Elevated
-3.38214,-7.70607,-14.6415,-0.17225,%,min,umol/min/g,D3,W87,8,apo,EC,PDF,Plastic,Dark,Fed,Elevated
-0.32829,-0.74799,-1.42118,-0.01165,%,min,umol/min/g,D4,Y82,8,apo,EC,PDF,Plastic,Dark,Fed,Elevated
-0.56628,-1.29024,-2.45146,-0.01277,%,min,umol/min/g,D5,Y84,8,apo,EC,PDF,Plastic,Dark,Fed,Elevated
-0.70456,-1.60531,-3.05009,-0.0123,%,min,umol/min/g,A2,B1,8,sym,SW,PDF,Plastic,Dark,Fed,Elevated
-0.15156,-0.34532,-0.65611,-0.00951,%,min,umol/min/g,A3,B3,8,sym,SW,PDF,Plastic,Dark,Fed,Elevated
-0.2274,-0.51811,-0.98442,-0.00841,%,min,umol/min/g,A4,B5,8,sym,SW,PDF,Plastic,Dark,Fed,Elevated
-0.40606,-0.92519,-1.75787,-0.01113,%,min,umol/min/g,A5,B43,8,sym,SW,PDF,Plastic,Dark,Fed,Elevated
-6.68395,-15.2291,-28.9353,-0.11621,%,min,umol/min/g,B2,W38,8,sym,SW,PDF,Plastic,Dark,Fed,Elevated
-0.13275,-0.30245,-0.57466,-0.00248,%,min,umol/min/g,B3,W40,8,sym,SW,PDF,Plastic,Dark,Fed,Elevated
-1.40504,-3.20132,-6.08252,-0.02034,%,min,umol/min/g,B4,W42,8,sym,SW,PDF,Plastic,Dark,Fed,Elevated
-0.23939,-0.54543,-1.03632,-0.00644,%,min,umol/min/g,B5,Y36,8,sym,SW,PDF,Plastic,Dark,Fed,Elevated
-0.36203,-0.82486,-1.56724,-0.01187,%,min,umol/min/g,B6,Y38,8,sym,SW,PDF,Plastic,Dark,Fed,Elevated
-0.08924,-0.20333,-0.38634,-0.00633,%,min,umol/min/g,C2,G85,8,apo,SW,PDF,Plastic,Dark,Fed,Elevated
-0.28039,-0.63886,-1.21384,-0.00941,%,min,umol/min/g,C3,G88,8,apo,SW,PDF,Plastic,Dark,Fed,Elevated
-0.16707,-0.38067,-0.72326,-0.00689,%,min,umol/min/g,C4,G90,8,apo,SW,PDF,Plastic,Dark,Fed,Elevated
-0.18614,-0.42411,-0.80581,-0.00468,%,min,umol/min/g,C5,B93,8,apo,SW,PDF,Plastic,Dark,Fed,Elevated
-0.10957,-0.24965,-0.47433,-0.00344,%,min,umol/min/g,C6,W83,8,apo,SW,PDF,Plastic,Dark,Fed,Elevated
-0.18682,-0.42567,-0.80878,-0.00484,%,min,umol/min/g,D2,W85,8,apo,SW,PDF,Plastic,Dark,Fed,Elevated
-0.18682,-0.42567,-0.80878,-0.01721,%,min,umol/min/g,D3,Y79,8,apo,SW,PDF,Plastic,Dark,Fed,Elevated
-0.48852,-1.11308,-2.11486,-0.00916,%,min,umol/min/g,D4,Y83,8,apo,SW,PDF,Plastic,Dark,Fed,Elevated
-0.72265,-1.63144,-3.09975,-0.01148,%,min,umol/min/g,A2,B2,15,sym,EC,PDF,Plastic,Dark,Fed,Elevated
-0.81926,-1.84955,-3.51414,-0.019,%,min,umol/min/g,A3,B4,15,sym,EC,PDF,Plastic,Dark,Fed,Elevated
-1.69791,-3.83318,-7.28305,-0.03754,%,min,umol/min/g,A4,B42,15,sym,EC,PDF,Plastic,Dark,Fed,Elevated
-0.67702,-1.52844,-2.90403,-0.01729,%,min,umol/min/g,A5,B44,15,sym,EC,PDF,Plastic,Dark,Fed,Elevated
-0.27347,-0.61739,-1.17304,-0.01117,%,min,umol/min/g,A6,B46,15,sym,EC,PDF,Plastic,Dark,Fed,Elevated
-0.68068,-1.5367,-2.91973,-0.02246,%,min,umol/min/g,B2,W39,15,sym,EC,PDF,Plastic,Dark,Fed,Elevated
-0.33672,-0.76017,-1.44432,-0.01313,%,min,umol/min/g,B3,W41,15,sym,EC,PDF,Plastic,Dark,Fed,Elevated
-0.30451,-0.68746,-1.30617,-0.01098,%,min,umol/min/g,B4,Y35,15,sym,EC,PDF,Plastic,Dark,Fed,Elevated
-0.49279,-1.11251,-2.11377,-0.01194,%,min,umol/min/g,B5,Y37,15,sym,EC,PDF,Plastic,Dark,Fed,Elevated
-0.43798,-0.98879,-1.8787,-0.00758,%,min,umol/min/g,B6,Y39,15,sym,EC,PDF,Plastic,Dark,Fed,Elevated
-1.64557,-3.71504,-7.05857,-0.02835,%,min,umol/min/g,C2,G87,15,apo,EC,PDF,Plastic,Dark,Fed,Elevated
-0.33275,-0.75121,-1.4273,-0.0118,%,min,umol/min/g,C3,G92,15,apo,EC,PDF,Plastic,Dark,Fed,Elevated
-0.22665,-0.51169,-0.97221,-0.01451,%,min,umol/min/g,C4,B88,15,apo,EC,PDF,Plastic,Dark,Fed,Elevated
-3.68929,-8.32891,-15.8249,-0.08373,%,min,umol/min/g,C5,B92,15,apo,EC,PDF,Plastic,Dark,Fed,Elevated
-0.11405,-0.25749,-0.48923,-0.00475,%,min,umol/min/g,C6,B94,15,apo,EC,PDF,Plastic,Dark,Fed,Elevated
-1.67311,-3.77721,-6.79897,-0.02207,%,min,umol/min/g,D2,W84,15,apo,EC,PDF,Plastic,Dark,Fed,Elevated
-1.67311,-3.77721,-7.17669,-0.09201,%,min,umol/min/g,D3,W87,15,apo,EC,PDF,Plastic,Dark,Fed,Elevated
-0.2954,-0.66689,-1.2671,-0.01392,%,min,umol/min/g,D4,Y82,15,apo,EC,PDF,Plastic,Dark,Fed,Elevated
-0.30197,-0.68173,-1.29528,-0.0078,%,min,umol/min/g,D5,Y84,15,apo,EC,PDF,Plastic,Dark,Fed,Elevated
-0.0886,-0.20001,-0.38003,-0.00151,%,min,umol/min/g,A2,B1,15,sym,SW,PDF,Plastic,Dark,Fed,Elevated
-0.10815,-0.24416,-0.46391,-0.00736,%,min,umol/min/g,A3,B3,15,sym,SW,PDF,Plastic,Dark,Fed,Elevated
-0.1605,-0.36235,-0.68847,-0.00478,%,min,umol/min/g,A4,B5,15,sym,SW,PDF,Plastic,Dark,Fed,Elevated
-0.1127,-0.25443,-0.48342,-0.00322,%,min,umol/min/g,A5,B43,15,sym,SW,PDF,Plastic,Dark,Fed,Elevated
-0.26012,-0.58725,-1.11578,-0.00572,%,min,umol/min/g,A6,W38,15,sym,SW,PDF,Plastic,Dark,Fed,Elevated
-0.12191,-0.27522,-0.52293,-0.00231,%,min,umol/min/g,B2,W40,15,sym,SW,PDF,Plastic,Dark,Fed,Elevated
-0.21536,-0.4862,-0.92378,-0.00324,%,min,umol/min/g,B3,W42,15,sym,SW,PDF,Plastic,Dark,Fed,Elevated
-0.13522,-0.30527,-0.58001,-0.00406,%,min,umol/min/g,B4,Y36,15,sym,SW,PDF,Plastic,Dark,Fed,Elevated
-0.12511,-0.28244,-0.53663,-0.00419,%,min,umol/min/g,B5,Y38,15,sym,SW,PDF,Plastic,Dark,Fed,Elevated
-0.06815,-0.15385,-0.29231,-0.00513,%,min,umol/min/g,C2,G85,15,apo,SW,PDF,Plastic,Dark,Fed,Elevated
-0.2128,-0.48042,-0.91279,-0.00736,%,min,umol/min/g,C3,G88,15,apo,SW,PDF,Plastic,Dark,Fed,Elevated
-0.11259,-0.25418,-0.48294,-0.00498,%,min,umol/min/g,C4,G90,15,apo,SW,PDF,Plastic,Dark,Fed,Elevated
-1.08065,-2.43967,-4.63538,-0.02826,%,min,umol/min/g,C5,B93,15,apo,SW,PDF,Plastic,Dark,Fed,Elevated
-0.10408,-0.23496,-0.44642,-0.00341,%,min,umol/min/g,C6,W83,15,apo,SW,PDF,Plastic,Dark,Fed,Elevated
-0.19295,-0.43559,-0.82762,-0.00514,%,min,umol/min/g,D2,W85,15,apo,SW,PDF,Plastic,Dark,Fed,Elevated
-0.19295,-0.43559,-0.82762,-0.01881,%,min,umol/min/g,D3,Y79,15,apo,SW,PDF,Plastic,Dark,Fed,Elevated
-0.27403,-0.61865,-1.17544,-0.00552,%,min,umol/min/g,D4,Y83,15,apo,SW,PDF,Plastic,Dark,Fed,Elevated
-3.30236,-7.48646,-14.2243,-0.0545,%,min,umol/min/g,A2,B2,22,sym,EC,PDF,Plastic,Dark,Fed,Elevated
-0.37808,-0.85711,-1.62851,-0.00931,%,min,umol/min/g,A3,B4,22,sym,EC,PDF,Plastic,Dark,Fed,Elevated
-0.3252,-0.73723,-1.40075,-0.00829,%,min,umol/min/g,A4,B44,22,sym,EC,PDF,Plastic,Dark,Fed,Elevated
-0.24521,-0.55589,-1.05618,-0.01078,%,min,umol/min/g,A5,B46,22,sym,EC,PDF,Plastic,Dark,Fed,Elevated
-0.60989,-1.38262,-2.62698,-0.02136,%,min,umol/min/g,A6,W39,22,sym,EC,PDF,Plastic,Dark,Fed,Elevated
-0.20333,-0.46095,-0.87581,-0.00842,%,min,umol/min/g,B2,W41,22,sym,EC,PDF,Plastic,Dark,Fed,Elevated
-0.17831,-0.40423,-0.76803,-0.00651,%,min,umol/min/g,B3,Y35,22,sym,EC,PDF,Plastic,Dark,Fed,Elevated
-0.55735,-1.26352,-2.40069,-0.01446,%,min,umol/min/g,B4,Y37,22,sym,EC,PDF,Plastic,Dark,Fed,Elevated
-0.22584,-0.51198,-0.97276,-0.00405,%,min,umol/min/g,B5,Y39,22,sym,EC,PDF,Plastic,Dark,Fed,Elevated
-0.80151,-1.81702,-3.45235,-0.01415,%,min,umol/min/g,C2,G87,22,apo,EC,PDF,Plastic,Dark,Fed,Elevated
-0.19568,-0.44361,-0.84286,-0.00708,%,min,umol/min/g,C3,G92,22,apo,EC,PDF,Plastic,Dark,Fed,Elevated
-0.43896,-0.99513,-1.89075,-0.01006,%,min,umol/min/g,C5,B92,22,apo,EC,PDF,Plastic,Dark,Fed,Elevated
-0.18818,-0.42661,-0.81056,-0.00844,%,min,umol/min/g,C6,B94,22,apo,EC,PDF,Plastic,Dark,Fed,Elevated
-0.61606,-1.3966,-2.51388,-0.00852,%,min,umol/min/g,D2,W84,22,apo,EC,PDF,Plastic,Dark,Fed,Elevated
-0.61606,-1.3966,-2.65354,-0.04021,%,min,umol/min/g,D3,W87,22,apo,EC,PDF,Plastic,Dark,Fed,Elevated
-0.24285,-0.55054,-1.04602,-0.01137,%,min,umol/min/g,D4,Y82,22,apo,EC,PDF,Plastic,Dark,Fed,Elevated
-0.36726,-0.83257,-1.58188,-0.00983,%,min,umol/min/g,D5,Y84,22,apo,EC,PDF,Plastic,Dark,Fed,Elevated
-0.19234,-0.43604,-0.82848,-0.00344,%,min,umol/min/g,A2,B1,22,sym,SW,PDF,Plastic,Dark,Fed,Elevated
-0.06393,-0.14494,-0.27538,-0.00562,%,min,umol/min/g,A3,B3,22,sym,SW,PDF,Plastic,Dark,Fed,Elevated
-0.06845,-0.15517,-0.29483,-0.00273,%,min,umol/min/g,A4,B5,22,sym,SW,PDF,Plastic,Dark,Fed,Elevated
-0.11666,-0.26448,-0.50251,-0.00337,%,min,umol/min/g,A5,B43,22,sym,SW,PDF,Plastic,Dark,Fed,Elevated
-0.12841,-0.29112,-0.55312,-0.00299,%,min,umol/min/g,A6,W38,22,sym,SW,PDF,Plastic,Dark,Fed,Elevated
-0.09316,-0.21119,-0.40127,-0.00185,%,min,umol/min/g,B2,W40,22,sym,SW,PDF,Plastic,Dark,Fed,Elevated
-0.15082,-0.34191,-0.64962,-0.00231,%,min,umol/min/g,B3,W42,22,sym,SW,PDF,Plastic,Dark,Fed,Elevated
-0.11686,-0.26492,-0.50335,-0.00393,%,min,umol/min/g,B4,Y36,22,sym,SW,PDF,Plastic,Dark,Fed,Elevated
-0.11843,-0.26848,-0.51011,-0.00429,%,min,umol/min/g,B5,Y38,22,sym,SW,PDF,Plastic,Dark,Fed,Elevated
-0.0293,-0.06643,-0.12621,-0.00316,%,min,umol/min/g,C2,G85,22,apo,SW,PDF,Plastic,Dark,Fed,Elevated
-0.09417,-0.21347,-0.4056,-0.00418,%,min,umol/min/g,C3,G90,22,apo,SW,PDF,Plastic,Dark,Fed,Elevated
-0.07924,-0.17964,-0.34132,-0.00216,%,min,umol/min/g,C4,B93,22,apo,SW,PDF,Plastic,Dark,Fed,Elevated
-0.07252,-0.16441,-0.31238,-0.00252,%,min,umol/min/g,C5,W83,22,apo,SW,PDF,Plastic,Dark,Fed,Elevated
-0.17152,-0.38883,-0.73879,-0.00489,%,min,umol/min/g,C6,W85,22,apo,SW,PDF,Plastic,Dark,Fed,Elevated
0.012071,0.027365,0.051993,0.001529,%,min,umol/min/g,D2,Y79,22,apo,SW,PDF,Plastic,Dark,Fed,Elevated
0.012071,0.027365,0.051993,0.000256,%,min,umol/min/g,D3,Y83,22,apo,SW,PDF,Plastic,Dark,Fed,Elevated
-5.29315,-11.8723,-22.5573,-0.10742,%,min,umol/min/g,A2,G45,8,sym,EC,PLF,Plastic,Light,Fed,Elevated
-1.16517,-2.61341,-4.70414,-0.0147,%,min,umol/min/g,A3,G47,8,sym,EC,PLF,Plastic,Light,Fed,Elevated
-1.06665,-2.39244,-4.54563,-0.02991,%,min,umol/min/g,A4,B47,8,sym,EC,PLF,Plastic,Light,Fed,Elevated
-2.37581,-5.32883,-10.1248,-0.07729,%,min,umol/min/g,A5,B49,8,sym,EC,PLF,Plastic,Light,Fed,Elevated
-0.19758,-0.44315,-0.84199,-0.01138,%,min,umol/min/g,A6,B51,8,sym,EC,PLF,Plastic,Light,Fed,Elevated
-0.2917,-0.65428,-1.24313,-0.00857,%,min,umol/min/g,B2,W44,8,sym,EC,PLF,Plastic,Light,Fed,Elevated
-1.19733,-2.68554,-5.10253,-0.03019,%,min,umol/min/g,B3,W46,8,sym,EC,PLF,Plastic,Light,Fed,Elevated
-0.17741,-0.39792,-0.75604,-0.00813,%,min,umol/min/g,B4,Y40,8,sym,EC,PLF,Plastic,Light,Fed,Elevated
-3.8857,-8.71542,-16.5593,-0.11265,%,min,umol/min/g,B5,Y42,8,sym,EC,PLF,Plastic,Light,Fed,Elevated
-0.35732,-0.80145,-1.52276,-0.0129,%,min,umol/min/g,B6,Y44,8,sym,EC,PLF,Plastic,Light,Fed,Elevated
-0.71653,-1.60714,-3.05357,-0.01933,%,min,umol/min/g,C3,G97,8,apo,EC,PLF,Plastic,Light,Fed,Elevated
-0.17484,-0.39216,-0.7451,-0.00993,%,min,umol/min/g,C4,B97,8,apo,EC,PLF,Plastic,Light,Fed,Elevated
-0.882,-1.97829,-3.75875,-0.03326,%,min,umol/min/g,C5,W92,8,apo,EC,PLF,Plastic,Light,Fed,Elevated
-3.31115,-7.42674,-14.1108,-0.21709,%,min,umol/min/g,C6,W94,8,apo,EC,PLF,Plastic,Light,Fed,Elevated
-2.16205,-4.84936,-8.72886,-0.05938,%,min,umol/min/g,D2,Y88,8,apo,EC,PLF,Plastic,Light,Fed,Elevated
-2.16205,-4.84936,-9.21379,-0.03477,%,min,umol/min/g,D3,Y93,8,apo,EC,PLF,Plastic,Light,Fed,Elevated
-0.67689,-1.51824,-2.73283,-0.00741,%,min,umol/min/g,A2,G44,8,sym,SW,PLF,Plastic,Light,Fed,Elevated
-0.34569,-0.77536,-1.47319,-0.00944,%,min,umol/min/g,A3,G46,8,sym,SW,PLF,Plastic,Light,Fed,Elevated
-0.17718,-0.39742,-0.75509,-0.00821,%,min,umol/min/g,A4,G48,8,sym,SW,PLF,Plastic,Light,Fed,Elevated
-0.79113,-1.77446,-3.37147,-0.01842,%,min,umol/min/g,A5,B48,8,sym,SW,PLF,Plastic,Light,Fed,Elevated
-0.25884,-0.58056,-1.10307,-0.00499,%,min,umol/min/g,A6,B50,8,sym,SW,PLF,Plastic,Light,Fed,Elevated
-0.1772,-0.39746,-0.75517,-0.00609,%,min,umol/min/g,B2,W43,8,sym,SW,PLF,Plastic,Light,Fed,Elevated
-0.10896,-0.24439,-0.46434,-0.0054,%,min,umol/min/g,B3,W45,8,sym,SW,PLF,Plastic,Light,Fed,Elevated
-0.7871,-1.76543,-3.35432,-0.01895,%,min,umol/min/g,B4,W47,8,sym,SW,PLF,Plastic,Light,Fed,Elevated
-5.66771,-12.7124,-22.8823,-0.06913,%,min,umol/min/g,B5,Y41,8,sym,SW,PLF,Plastic,Light,Fed,Elevated
-0.92917,-2.08408,-3.95975,-0.01752,%,min,umol/min/g,B6,Y43,8,sym,SW,PLF,Plastic,Light,Fed,Elevated
-0.22142,-0.49663,-0.9436,-0.00866,%,min,umol/min/g,C2,G93,8,apo,SW,PLF,Plastic,Light,Fed,Elevated
-0.27779,-0.62306,-1.18381,-0.0074,%,min,umol/min/g,C3,G95,8,apo,SW,PLF,Plastic,Light,Fed,Elevated
-0.26402,-0.59219,-1.12516,-0.00571,%,min,umol/min/g,C4,G98,8,apo,SW,PLF,Plastic,Light,Fed,Elevated
-0.36821,-0.82588,-1.56918,-0.00773,%,min,umol/min/g,C5,W2,8,apo,SW,PLF,Plastic,Light,Fed,Elevated
-0.34702,-0.77834,-1.47885,-0.00564,%,min,umol/min/g,C6,W93,8,apo,SW,PLF,Plastic,Light,Fed,Elevated
-0.2808,-0.62982,-1.19666,-0.00965,%,min,umol/min/g,D2,W95,8,apo,SW,PLF,Plastic,Light,Fed,Elevated
-0.2808,-0.62982,-1.13367,-0.00438,%,min,umol/min/g,D3,Y92,8,apo,SW,PLF,Plastic,Light,Fed,Elevated
-0.19243,-0.43694,-0.83019,-0.00419,%,min,umol/min/g,A2,G45,15,sym,EC,PLF,Plastic,Light,Fed,Elevated
-5.59892,-12.7129,-22.8832,-0.07358,%,min,umol/min/g,A3,G47,15,sym,EC,PLF,Plastic,Light,Fed,Elevated
-1.97249,-4.47874,-8.50961,-0.05598,%,min,umol/min/g,A4,B47,15,sym,EC,PLF,Plastic,Light,Fed,Elevated
-5.81213,-13.197,-25.0743,-0.19589,%,min,umol/min/g,A5,B49,15,sym,EC,PLF,Plastic,Light,Fed,Elevated
-0.19741,-0.44825,-0.85167,-0.01271,%,min,umol/min/g,A6,B51,15,sym,EC,PLF,Plastic,Light,Fed,Elevated
-0.35434,-0.80456,-1.52866,-0.01084,%,min,umol/min/g,B2,W44,15,sym,EC,PLF,Plastic,Light,Fed,Elevated
-1.10531,-2.50973,-4.76848,-0.02855,%,min,umol/min/g,B3,W46,15,sym,EC,PLF,Plastic,Light,Fed,Elevated
-2.96783,-6.73876,-12.8036,-0.08891,%,min,umol/min/g,B5,Y42,15,sym,EC,PLF,Plastic,Light,Fed,Elevated
-0.34332,-0.77955,-1.48114,-0.01311,%,min,umol/min/g,B6,Y44,15,sym,EC,PLF,Plastic,Light,Fed,Elevated
-0.44178,-1.0031,-1.9059,-0.01206,%,min,umol/min/g,C2,G97,15,apo,EC,PLF,Plastic,Light,Fed,Elevated
-0.18605,-0.42244,-0.80263,-0.01115,%,min,umol/min/g,C3,B97,15,apo,EC,PLF,Plastic,Light,Fed,Elevated
-0.33583,-0.76255,-1.44884,-0.01329,%,min,umol/min/g,C4,W92,15,apo,EC,PLF,Plastic,Light,Fed,Elevated
-0.19301,-0.43825,-0.83267,-0.01365,%,min,umol/min/g,C5,W94,15,apo,EC,PLF,Plastic,Light,Fed,Elevated
-2.7034,-6.13834,-11.6629,-0.07673,%,min,umol/min/g,C6,Y88,15,apo,EC,PLF,Plastic,Light,Fed,Elevated
-2.89944,-6.58347,-12.5086,-0.0519,%,min,umol/min/g,D2,Y93,15,apo,EC,PLF,Plastic,Light,Fed,Elevated
-0.69967,-1.58867,-2.8596,-0.00815,%,min,umol/min/g,A2,G44,15,sym,SW,PLF,Plastic,Light,Fed,Elevated
