"","Time.Elapsed.Min","vial","value","sym.state"
"426",106.25,"A2",47.7738743455497,"apo"
"427",106.5,"A2",47.7738743455497,"apo"
"428",106.75,"A2",47.6238743455497,"apo"
"429",107,"A2",46.9238743455497,"apo"
"430",107.25,"A2",47.4838743455497,"apo"
"431",107.5,"A2",47.6238743455497,"apo"
"432",107.75,"A2",47.4838743455497,"apo"
"433",108,"A2",48.0538743455497,"apo"
"434",108.25,"A2",47.4838743455497,"apo"
"435",108.5,"A2",48.0538743455497,"apo"
"436",108.75,"A2",48.3338743455497,"apo"
"437",109,"A2",48.6238743455497,"apo"
"438",109.25,"A2",48.7638743455497,"apo"
"439",109.5,"A2",49.7538743455497,"apo"
"440",109.75,"A2",49.1838743455497,"apo"
"441",110,"A2",49.7538743455497,"apo"
"442",110.25,"A2",49.6138743455497,"apo"
"443",110.5,"A2",49.6138743455497,"apo"
"444",110.75,"A2",49.7538743455497,"apo"
"445",111,"A2",48.7638743455497,"apo"
"446",111.25,"A2",48.9038743455497,"apo"
"447",111.5,"A2",47.9138743455497,"apo"
"448",111.75,"A2",47.7738743455497,"apo"
"449",112,"A2",47.7738743455497,"apo"
"450",112.25,"A2",47.2038743455497,"apo"
"451",112.5,"A2",47.4838743455497,"apo"
"452",112.75,"A2",46.7838743455497,"apo"
"453",113,"A2",46.0738743455497,"apo"
"454",113.25,"A2",46.5038743455497,"apo"
"455",113.5,"A2",46.0738743455497,"apo"
"456",113.75,"A2",45.9338743455497,"apo"
"457",114,"A2",46.2138743455497,"apo"
"458",114.25,"A2",45.5138743455497,"apo"
"459",114.5,"A2",45.7938743455497,"apo"
"460",114.75,"A2",45.7938743455497,"apo"
"461",115,"A2",44.9538743455497,"apo"
"462",115.25,"A2",45.3738743455497,"apo"
"463",115.5,"A2",45.9338743455497,"apo"
"464",115.75,"A2",45.3738743455497,"apo"
"465",116,"A2",45.9338743455497,"apo"
"466",116.25,"A2",45.7938743455497,"apo"
"467",116.5,"A2",46.2138743455497,"apo"
"468",116.75,"A2",46.0738743455497,"apo"
"469",117,"A2",46.0738743455497,"apo"
"470",117.25,"A2",46.2138743455497,"apo"
"471",117.5,"A2",46.0738743455497,"apo"
"472",117.75,"A2",46.6438743455497,"apo"
"473",118,"A2",46.9238743455497,"apo"
"474",118.25,"A2",46.3638743455497,"apo"
"475",118.5,"A2",46.9238743455497,"apo"
"476",118.75,"A2",46.7838743455497,"apo"
"477",119,"A2",47.0638743455497,"apo"
"478",119.25,"A2",47.3438743455497,"apo"
"479",119.5,"A2",47.7738743455497,"apo"
"480",119.75,"A2",46.7838743455497,"apo"
"481",120,"A2",47.0638743455497,"apo"
"482",120.25,"A2",46.6438743455497,"apo"
"483",120.5,"A2",46.2138743455497,"apo"
"484",120.75,"A2",46.2138743455497,"apo"
"485",121,"A2",45.7938743455497,"apo"
"486",121.25,"A2",45.2338743455497,"apo"
"487",121.5,"A2",44.8138743455497,"apo"
"488",121.75,"A2",44.9538743455497,"apo"
"489",122,"A2",45.2338743455497,"apo"
"490",122.25,"A2",44.2538743455497,"apo"
"491",122.5,"A2",44.3938743455497,"apo"
"492",122.75,"A2",44.6738743455497,"apo"
"493",123,"A2",44.3938743455497,"apo"
"494",123.25,"A2",44.3938743455497,"apo"
"495",123.5,"A2",43.6938743455497,"apo"
"496",123.75,"A2",44.1138743455497,"apo"
"497",124,"A2",43.8338743455497,"apo"
"498",124.25,"A2",44.3938743455497,"apo"
"499",124.5,"A2",43.8338743455497,"apo"
"500",124.75,"A2",43.6938743455497,"apo"
"501",125,"A2",44.5338743455497,"apo"
"502",125.25,"A2",44.3938743455497,"apo"
"503",125.5,"A2",44.8138743455497,"apo"
"504",125.75,"A2",45.3738743455497,"apo"
"505",126,"A2",44.8138743455497,"apo"
"506",126.25,"A2",45.7938743455497,"apo"
"507",126.5,"A2",46.2138743455497,"apo"
"508",126.75,"A2",45.5138743455497,"apo"
"509",127,"A2",46.2138743455497,"apo"
"510",127.25,"A2",46.5038743455497,"apo"
"511",127.5,"A2",46.7838743455497,"apo"
"512",127.75,"A2",47.2038743455497,"apo"
"513",128,"A2",46.9238743455497,"apo"
"514",128.25,"A2",46.0738743455497,"apo"
"515",128.5,"A2",45.7938743455497,"apo"
"516",128.75,"A2",44.8138743455497,"apo"
"517",129,"A2",44.9538743455497,"apo"
"518",129.25,"A2",44.5338743455497,"apo"
"519",129.5,"A2",44.3938743455497,"apo"
"520",129.75,"A2",44.2538743455497,"apo"
"521",130,"A2",43.5538743455497,"apo"
"522",130.25,"A2",43.8338743455497,"apo"
"523",130.5,"A2",43.4138743455497,"apo"
"524",130.75,"A2",43.2738743455497,"apo"
"525",131,"A2",42.9938743455497,"apo"
"526",131.25,"A2",42.5838743455497,"apo"
"527",131.5,"A2",42.3038743455497,"apo"
"528",131.75,"A2",42.7138743455497,"apo"
"529",132,"A2",43.2738743455497,"apo"
"530",132.25,"A2",43.5538743455497,"apo"
"531",132.5,"A2",44.2538743455497,"apo"
"532",132.75,"A2",44.8138743455497,"apo"
"533",133,"A2",44.8138743455497,"apo"
"534",133.25,"A2",45.9338743455497,"apo"
"535",133.5,"A2",46.0738743455497,"apo"
"536",133.75,"A2",45.9338743455497,"apo"
"537",134,"A2",46.0738743455497,"apo"
"538",134.25,"A2",46.9238743455497,"apo"
"539",134.5,"A2",46.6438743455497,"apo"
"540",134.75,"A2",46.6438743455497,"apo"
"541",135,"A2",47.6238743455497,"apo"
"542",135.25,"A2",46.7838743455497,"apo"
"543",135.5,"A2",46.5038743455497,"apo"
"544",135.75,"A2",47.3438743455497,"apo"
"545",136,"A2",47.0638743455497,"apo"
"546",136.25,"A2",46.6438743455497,"apo"
"547",136.5,"A2",46.2138743455497,"apo"
"548",136.75,"A2",46.3638743455497,"apo"
"549",137,"A2",46.2138743455497,"apo"
"550",137.25,"A2",46.0738743455497,"apo"
"551",137.5,"A2",45.2338743455497,"apo"
"552",137.75,"A2",44.9538743455497,"apo"
"553",138,"A2",44.8138743455497,"apo"
"554",138.25,"A2",44.3938743455497,"apo"
"555",138.5,"A2",43.6938743455497,"apo"
"556",138.75,"A2",43.6938743455497,"apo"
"557",139,"A2",43.9738743455497,"apo"
"558",139.25,"A2",42.9938743455497,"apo"
"559",139.5,"A2",42.4438743455497,"apo"
"560",139.75,"A2",42.5838743455497,"apo"
"561",140,"A2",41.8838743455497,"apo"
"562",140.25,"A2",41.8838743455497,"apo"
"563",140.5,"A2",41.8838743455497,"apo"
"564",140.75,"A2",42.3038743455497,"apo"
"565",141,"A2",42.0238743455497,"apo"
"566",141.25,"A2",41.7438743455497,"apo"
"567",141.5,"A2",42.1638743455497,"apo"
"568",141.75,"A2",42.4438743455497,"apo"
"569",142,"A2",42.7138743455497,"apo"
"570",142.25,"A2",42.5838743455497,"apo"
"571",142.5,"A2",42.9938743455497,"apo"
"572",142.75,"A2",42.8538743455497,"apo"
"573",143,"A2",42.9938743455497,"apo"
"574",143.25,"A2",42.8538743455497,"apo"
"575",143.5,"A2",43.5538743455497,"apo"
"576",143.75,"A2",43.2738743455497,"apo"
"577",144,"A2",42.8538743455497,"apo"
"578",144.25,"A2",43.4138743455497,"apo"
"579",144.5,"A2",43.6938743455497,"apo"
"580",144.75,"A2",42.8538743455497,"apo"
